id_arbre;DBH_BMP;id_branche;diam_BMP.cm;diam_BMP.m;long_BMP.m;sd_saprox_BMP;H_BMP.m;Rq
V_63_3;58;3;5;0.05;3;3;22;
V_63_3;58;4;5;0.05;3;3;22;
V_63_3;58;5;5;0.05;7;1;19;
V_63_4;58;1;10;0.1;5;3;22;
V_63_4;58;2;5;0.05;3;3;22;
V_63_4;58;3;5;0.05;3;2;23;
V_63_4;58;4;5;0.05;3;4;20;
V_63_4;58;5;5;0.05;1;4;20;
V_63_4;58;6;5;0.05;2;2;16;
V_63_4;58;7;5;0.05;1;2;22;
V_71_1;94;1;5;0.05;1;2;6;
V_71_1;94;2;5;0.05;1;4;6.5;
V_71_1;94;3;5;0.05;1;4;10;
V_71_1;94;4;5;0.05;1;3;4;
V_71_1;94;5;5;0.05;2;4;10.5;
V_71_1;94;6;20;0.2;2;4;6;
V_71_1;94;7;5;0.05;1;1;6;
V_71_1;94;8;5;0.05;1;4;11;
V_71_1;94;9;10;0.1;3;2;20;
V_71_1;94;10;5;0.05;2;3;19;
V_71_1;94;11;5;0.05;3;3;22.5;
V_71_1;94;12;5;0.05;1;2;23.5;
V_71_1;94;13;5;0.05;1;4;19;
V_71_2;55;1;5;0.05;2;3;12;
V_71_3;78;1;5;0.05;2;3;6.5;
V_71_3;78;2;5;0.05;4;4;7.5;
V_71_3;78;3;5;0.05;1;3;12;
V_71_3;78;4;5;0.05;1;4;15;
V_71_3;78;5;10;0.1;1;3;15;
V_71_3;78;6;5;0.05;1;3;16.5;
V_71_3;78;7;5;0.05;1;2;16;
V_71_3;78;8;5;0.05;1;4;18;
V_71_3;78;9;5;0.05;3;4;15;
V_71_3;78;10;5;0.05;1;3;17;
V_71_3;78;11;5;0.05;1;3;7;
V_71_4;55;1;5;0.05;1;1;9;
V_71_4;55;2;10;0.1;1;3;14;
V_71_4;55;3;5;0.05;1;4;18.5;
V_81_1;65;1;5;0.05;2;4;13;
V_81_1;65;2;5;0.05;1;3;14;
V_81_1;65;3;10;0.1;2;3;17;
V_81_1;65;4;10;0.1;1;2;18;
V_81_1;65;5;5;0.05;1;2;18;
V_81_1;65;6;5;0.05;3;2;18;
V_81_2;44;1;5;0.05;2;4;13;
V_81_2;44;2;5;0.05;3;2;22.5;
V_81_2;44;3;5;0.05;4;3;21;
V_81_2;44;4;5;0.05;1;4;18;
V_81_2;44;5;5;0.05;4;4;10;
V_81_3;49;1;5;0.05;1;4;11.5;
V_81_3;49;2;10;0.1;6;2;16;
V_81_3;49;3;10;0.1;5;3;17;
V_81_3;49;4;5;0.05;4;2;20.5;
V_81_3;49;5;10;0.1;2;3;15;
V_81_3;49;6;10;0.1;1;2;21;
V_81_4;44;1;10;0.1;4;3;14.5;
V_81_4;44;2;10;0.1;6;3;18;
V_81_4;44;3;5;0.05;2;2;18;
V_81_4;44;4;10;0.1;2;3;21;
V_81_4;44;5;5;0.05;1;2;21;
V_81_4;44;6;5;0.05;1;3;16;
