"ORIG"	"DAT1"	"DAT2"	"cond_memo"	"stat_memo"	"LOCA"	"TOPO"	"REC"	"DET"	"Ordre"	"Famille"	"Sous-Famille"	"Espece"	"Espèce"	"GEN"	"SP"	"spec_memo"	"Abondance"	"Parcelle"	"Numéro de piège"	"Type piège"	"CPI"	"Numéro de projet"	"Numéro d'arbre"	"COND_ID"	"STAT_ID"
Null	20240430	20240618	jaune unicolore		Domaine des barres	Bois de la ferne	Moliard	Parmain	COLEOPTERA	Scarabaeidae	Cetoniinae	Oxythyrea funesta	Oxythyrea funesta (Poda von Neuhaus, 1761)	Oxythyrea	funesta		1					57		192175	139507
Null	20240430	20240618	Blanc bleu jaune alterné		Domaine des barres	Bois de la ferne	Moliard	Parmain	COLEOPTERA	Scarabaeidae	Cetoniinae	Potosia cuprea	Potosia cuprea (Fabricius, 1775)	Potosia	cuprea		2					57		192173	139507
Null	20240708	20240829	Blanc bleu jaune alterné		Domaine des barres	Four à chaux	Moliard	Parmain	COLEOPTERA	Scarabaeidae	Cetoniinae	Potosia cuprea	Potosia cuprea (Fabricius, 1775)	Potosia	cuprea		1					57		192188	139502
Null	20240618	20240708	bleu unicolore		Domaine des barres	Four à chaux	Moliard	Parmain	COLEOPTERA	Scarabaeidae	Cetoniinae	Potosia cuprea	Potosia cuprea (Fabricius, 1775)	Potosia	cuprea		1					57		192182	139502
Null	20240708	20240829	jaune unicolore		Domaine des barres	Four à chaux	Moliard	Parmain	COLEOPTERA	Scarabaeidae	Cetoniinae	Potosia cuprea	Potosia cuprea (Fabricius, 1775)	Potosia	cuprea		1					57		192190	139502
Null	20240430	20240618	bleu unicolore		Domaine des barres	Four à chaux	Moliard	Parmain	COLEOPTERA	Scarabaeidae	Cetoniinae	Potosia cuprea	Potosia cuprea (Fabricius, 1775)	Potosia	cuprea		1					57		192172	139502
Null	20240430	20240618	jaune unicolore		Domaine des barres	Bois de la ferne	Moliard	Parmain	COLEOPTERA	Scarabaeidae	Cetoniinae	Potosia cuprea	Potosia cuprea (Fabricius, 1775)	Potosia	cuprea		1					57		192175	139507
Null	20240430	20240618	blanc bleu jaune groupé		Domaine des barres	Bois de la ferne	Moliard	Parmain	COLEOPTERA	Scarabaeidae	Cetoniinae	Potosia cuprea	Potosia cuprea (Fabricius, 1775)	Potosia	cuprea		1					57		192174	139507
Null	20240430	20240618	jaune unicolore		Domaine des barres	Four à chaux	Moliard	Parmain	COLEOPTERA	Scarabaeidae	Cetoniinae	Potosia cuprea	Potosia cuprea (Fabricius, 1775)	Potosia	cuprea		2					57		192170	139502
Null	20240708	20240829	Blanc bleu jaune alterné		Domaine des barres	Four à chaux	Moliard	Parmain	COLEOPTERA	Scarabaeidae	Cetoniinae	Potosia fieberi	Potosia fieberi (Kraatz, 1880)	Potosia	fieberi		1					57		192188	139502
Null	20240430	20240618	blanc bleu jaune groupé		Domaine des barres	Four à chaux	Moliard	Parmain	COLEOPTERA	Scarabaeidae	Cetoniinae	Potosia fieberi	Potosia fieberi (Kraatz, 1880)	Potosia	fieberi		2					57		192169	139502
Null	20240708	20240829	blanc bleu jaune groupé		Domaine des barres	Four à chaux	Moliard	Parmain	COLEOPTERA	Scarabaeidae	Coprinae	Onthophagus sp.	Onthophagus sp. Latreille, 1802	Onthophagus	sp.		1					57		192189	139502
Null	20240430	20240618	blanc unicolore		Domaine des barres	Bois de la ferne	Moliard	Parmain	COLEOPTERA	Scarabaeidae	Valginae	Valgus hemipterus	Valgus hemipterus (Linnaeus, 1758)	Valgus	hemipterus		1					57		192176	139507
Null	20240430	20240618	blanc bleu jaune groupé		Domaine des barres	Bois de la ferne	Moliard	Parmain	COLEOPTERA	Scarabaeidae	Valginae	Valgus hemipterus	Valgus hemipterus (Linnaeus, 1758)	Valgus	hemipterus		1					57		192174	139507
Null	20240430	20240618	jaune unicolore		Domaine des barres	Bois de la ferne	Moliard	Parmain	COLEOPTERA	Scarabaeidae	Valginae	Valgus hemipterus	Valgus hemipterus (Linnaeus, 1758)	Valgus	hemipterus		1					57		192175	139507
Null	20240430	20240618	blanc bleu jaune groupé		Domaine des barres	Bois de la ferne	Moliard	Parmain	COLEOPTERA	Scraptiidae		SCRAPTIIDAE	SCRAPTIIDAE Mulsant, 1856				3					57		192174	139507
Null	20240618	20240708	bleu unicolore		Domaine des barres	Four à chaux	Moliard	Parmain	COLEOPTERA	Scraptiidae		SCRAPTIIDAE	SCRAPTIIDAE Mulsant, 1856				1					57		192182	139502
Null	20240430	20240618	Blanc bleu jaune alterné		Domaine des barres	Bois de la ferne	Moliard	Parmain	COLEOPTERA	Scraptiidae		SCRAPTIIDAE	SCRAPTIIDAE Mulsant, 1856				2					57		192173	139507
Null	20240415	20240430	blanc unicolore		Domaine des barres	Bois de la ferne	Moliard	Parmain	COLEOPTERA	Scraptiidae		SCRAPTIIDAE	SCRAPTIIDAE Mulsant, 1856				13					57		192166	139507
Null	20240430	20240618	blanc bleu jaune groupé		Domaine des barres	Four à chaux	Moliard	Parmain	COLEOPTERA	Scraptiidae		SCRAPTIIDAE	SCRAPTIIDAE Mulsant, 1856				1					57		192169	139502
Null	20240618	20240708	jaune unicolore		Domaine des barres	Bois de la ferne	Moliard	Parmain	COLEOPTERA	Scraptiidae		SCRAPTIIDAE	SCRAPTIIDAE Mulsant, 1856				3					57		192185	139507
Null	20240430	20240618	bleu unicolore		Domaine des barres	Four à chaux	Moliard	Parmain	COLEOPTERA	Scraptiidae		SCRAPTIIDAE	SCRAPTIIDAE Mulsant, 1856				2					57		192172	139502
Null	20240430	20240618	Blanc bleu jaune alterné		Domaine des barres	Four à chaux	Moliard	Parmain	COLEOPTERA	Scraptiidae		SCRAPTIIDAE	SCRAPTIIDAE Mulsant, 1856				7					57		192168	139502
Null	20240708	20240829	Blanc bleu jaune alterné		Domaine des barres	Four à chaux	Moliard	Parmain	COLEOPTERA	Scraptiidae		SCRAPTIIDAE	SCRAPTIIDAE Mulsant, 1856				1					57		192188	139502
Null	20240708	20240829	jaune unicolore		Domaine des barres	Bois de la ferne	Moliard	Parmain	COLEOPTERA	Scraptiidae		SCRAPTIIDAE	SCRAPTIIDAE Mulsant, 1856				3					57		192195	139507
Null	20240430	20240618	jaune unicolore		Domaine des barres	Bois de la ferne	Moliard	Parmain	COLEOPTERA	Scraptiidae		SCRAPTIIDAE	SCRAPTIIDAE Mulsant, 1856				9					57		192175	139507
Null	20240708	20240829	blanc unicolore		Domaine des barres	Bois de la ferne	Moliard	Parmain	COLEOPTERA	Scraptiidae		SCRAPTIIDAE	SCRAPTIIDAE Mulsant, 1856				1					57		192196	139507
Null	20240430	20240618	blanc unicolore		Domaine des barres	Bois de la ferne	Moliard	Parmain	COLEOPTERA	Scraptiidae		SCRAPTIIDAE	SCRAPTIIDAE Mulsant, 1856				12					57		192176	139507
Null	20240618	20240708	Blanc bleu jaune alterné		Domaine des barres	Four à chaux	Moliard	Parmain	COLEOPTERA	Scraptiidae		SCRAPTIIDAE	SCRAPTIIDAE Mulsant, 1856				1					57		192178	139502
Null	20240618	20240708	blanc bleu jaune groupé		Domaine des barres	Bois de la ferne	Moliard	Parmain	COLEOPTERA	Scraptiidae		SCRAPTIIDAE	SCRAPTIIDAE Mulsant, 1856				1					57		192184	139507
Null	20240618	20240708	blanc unicolore		Domaine des barres	Bois de la ferne	Moliard	Parmain	COLEOPTERA	Scraptiidae		SCRAPTIIDAE	SCRAPTIIDAE Mulsant, 1856				1					57		192186	139507
Null	20240415	20240430	jaune unicolore		Domaine des barres	Bois de la ferne	Moliard	Parmain	COLEOPTERA	Scraptiidae		SCRAPTIIDAE	SCRAPTIIDAE Mulsant, 1856				1					57		192165	139507
Null	20240430	20240618	blanc bleu jaune groupé		Domaine des barres	Four à chaux	Moliard	Parmain	COLEOPTERA	Silphidae	Silphinae	Dendroxena quadrimaculata	Dendroxena quadrimaculata (Scopoli, 1772)	Dendroxena	quadrimaculata		1					57		192169	139502
Null	20240415	20240430	jaune unicolore		Domaine des barres	Bois de la ferne	Moliard	Parmain	COLEOPTERA	Silphidae	Silphinae	Dendroxena quadrimaculata	Dendroxena quadrimaculata (Scopoli, 1772)	Dendroxena	quadrimaculata		7					57		192165	139507
Null	20240415	20240430	blanc unicolore		Domaine des barres	Bois de la ferne	Moliard	Parmain	COLEOPTERA	Silphidae	Silphinae	Dendroxena quadrimaculata	Dendroxena quadrimaculata (Scopoli, 1772)	Dendroxena	quadrimaculata		1					57		192166	139507
Null	20240430	20240618	jaune unicolore		Domaine des barres	Bois de la ferne	Moliard	Parmain	COLEOPTERA	Silphidae	Silphinae	Dendroxena quadrimaculata	Dendroxena quadrimaculata (Scopoli, 1772)	Dendroxena	quadrimaculata		2					57		192175	139507
Null	20240415	20240430	blanc bleu jaune groupé		Domaine des barres	Bois de la ferne	Moliard	Parmain	COLEOPTERA	Silphidae	Silphinae	Dendroxena quadrimaculata	Dendroxena quadrimaculata (Scopoli, 1772)	Dendroxena	quadrimaculata		2					57		192164	139507
Null	20240708	20240829	bleu unicolore		Domaine des barres	Bois de la ferne	Moliard	Parmain	COLEOPTERA	Staphylinidae		STAPHYLINIDAE	STAPHYLINIDAE Latreille, 1802				1					57		192197	139507
Null	20240415	20240430	blanc bleu jaune groupé		Domaine des barres	Bois de la ferne	Moliard	Parmain	COLEOPTERA	Staphylinidae		STAPHYLINIDAE	STAPHYLINIDAE Latreille, 1802				1					57		192164	139507
Null	20240618	20240708	bleu unicolore		Domaine des barres	Four à chaux	Moliard	Parmain	COLEOPTERA	Staphylinidae		STAPHYLINIDAE	STAPHYLINIDAE Latreille, 1802				12					57		192182	139502
Null	20240618	20240708	Blanc bleu jaune alterné		Domaine des barres	Four à chaux	Moliard	Parmain	COLEOPTERA	Staphylinidae		STAPHYLINIDAE	STAPHYLINIDAE Latreille, 1802				14					57		192178	139502
Null	20240430	20240618	blanc bleu jaune groupé		Domaine des barres	Bois de la ferne	Moliard	Parmain	COLEOPTERA	Staphylinidae		STAPHYLINIDAE	STAPHYLINIDAE Latreille, 1802				9					57		192174	139507
Null	20240430	20240618	bleu unicolore		Domaine des barres	Bois de la ferne	Moliard	Parmain	COLEOPTERA	Staphylinidae		STAPHYLINIDAE	STAPHYLINIDAE Latreille, 1802				7					57		192177	139507
Null	20240708	20240829	jaune unicolore		Domaine des barres	Bois de la ferne	Moliard	Parmain	COLEOPTERA	Staphylinidae		STAPHYLINIDAE	STAPHYLINIDAE Latreille, 1802				2					57		192195	139507
Null	20240618	20240708	jaune unicolore		Domaine des barres	Four à chaux	Moliard	Parmain	COLEOPTERA	Staphylinidae		STAPHYLINIDAE	STAPHYLINIDAE Latreille, 1802				2					57		192180	139502
Null	20240708	20240829	blanc unicolore		Domaine des barres	Bois de la ferne	Moliard	Parmain	COLEOPTERA	Staphylinidae		STAPHYLINIDAE	STAPHYLINIDAE Latreille, 1802				3					57		192196	139507
Null	20240618	20240708	blanc unicolore		Domaine des barres	Four à chaux	Moliard	Parmain	COLEOPTERA	Staphylinidae		STAPHYLINIDAE	STAPHYLINIDAE Latreille, 1802				28					57		192181	139502
Null	20240430	20240618	jaune unicolore		Domaine des barres	Bois de la ferne	Moliard	Parmain	COLEOPTERA	Staphylinidae		STAPHYLINIDAE	STAPHYLINIDAE Latreille, 1802				4					57		192175	139507
Null	20240430	20240618	bleu unicolore		Domaine des barres	Four à chaux	Moliard	Parmain	COLEOPTERA	Staphylinidae		STAPHYLINIDAE	STAPHYLINIDAE Latreille, 1802				57					57		192172	139502
Null	20240430	20240618	blanc bleu jaune groupé		Domaine des barres	Four à chaux	Moliard	Parmain	COLEOPTERA	Staphylinidae		STAPHYLINIDAE	STAPHYLINIDAE Latreille, 1802				15					57		192169	139502
Null	20240430	20240618	jaune unicolore		Domaine des barres	Four à chaux	Moliard	Parmain	COLEOPTERA	Staphylinidae		STAPHYLINIDAE	STAPHYLINIDAE Latreille, 1802				3					57		192170	139502
Null	20240708	20240829	blanc bleu jaune groupé		Domaine des barres	Four à chaux	Moliard	Parmain	COLEOPTERA	Staphylinidae		STAPHYLINIDAE	STAPHYLINIDAE Latreille, 1802				8					57		192189	139502
Null	20240430	20240618	Blanc bleu jaune alterné		Domaine des barres	Four à chaux	Moliard	Parmain	COLEOPTERA	Staphylinidae		STAPHYLINIDAE	STAPHYLINIDAE Latreille, 1802				71					57		192168	139502
Null	20240708	20240829	Blanc bleu jaune alterné		Domaine des barres	Four à chaux	Moliard	Parmain	COLEOPTERA	Staphylinidae		STAPHYLINIDAE	STAPHYLINIDAE Latreille, 1802				10					57		192188	139502
Null	20240430	20240618	blanc unicolore		Domaine des barres	Four à chaux	Moliard	Parmain	COLEOPTERA	Staphylinidae		STAPHYLINIDAE	STAPHYLINIDAE Latreille, 1802				117					57		192171	139502
Null	20240708	20240829	blanc unicolore		Domaine des barres	Four à chaux	Moliard	Parmain	COLEOPTERA	Staphylinidae		STAPHYLINIDAE	STAPHYLINIDAE Latreille, 1802				5					57		192191	139502
Null	20240618	20240708	blanc bleu jaune groupé		Domaine des barres	Bois de la ferne	Moliard	Parmain	COLEOPTERA	Staphylinidae		STAPHYLINIDAE	STAPHYLINIDAE Latreille, 1802				3					57		192184	139507
Null	20240618	20240708	blanc bleu jaune groupé		Domaine des barres	Four à chaux	Moliard	Parmain	COLEOPTERA	Staphylinidae		STAPHYLINIDAE	STAPHYLINIDAE Latreille, 1802				1					57		192179	139502
Null	20240708	20240829	Blanc bleu jaune alterné		Domaine des barres	Bois de la ferne	Moliard	Parmain	COLEOPTERA	Staphylinidae		STAPHYLINIDAE	STAPHYLINIDAE Latreille, 1802				4					57		192193	139507
Null	20240618	20240708	bleu unicolore		Domaine des barres	Bois de la ferne	Moliard	Parmain	COLEOPTERA	Staphylinidae		STAPHYLINIDAE	STAPHYLINIDAE Latreille, 1802				6					57		192187	139507
Null	20240618	20240708	jaune unicolore		Domaine des barres	Bois de la ferne	Moliard	Parmain	COLEOPTERA	Staphylinidae		STAPHYLINIDAE	STAPHYLINIDAE Latreille, 1802				2					57		192185	139507
Null	20240708	20240829	jaune unicolore		Domaine des barres	Four à chaux	Moliard	Parmain	COLEOPTERA	Staphylinidae		STAPHYLINIDAE	STAPHYLINIDAE Latreille, 1802				5					57		192190	139502
Null	20240430	20240618	Blanc bleu jaune alterné		Domaine des barres	Bois de la ferne	Moliard	Parmain	COLEOPTERA	Staphylinidae		STAPHYLINIDAE	STAPHYLINIDAE Latreille, 1802				5					57		192173	139507
Null	20240618	20240708	blanc unicolore		Domaine des barres	Bois de la ferne	Moliard	Parmain	COLEOPTERA	Staphylinidae		STAPHYLINIDAE	STAPHYLINIDAE Latreille, 1802				1					57		192186	139507
Null	20240415	20240430	bleu unicolore		Domaine des barres	Bois de la ferne	Moliard	Parmain	COLEOPTERA	Staphylinidae		STAPHYLINIDAE	STAPHYLINIDAE Latreille, 1802				1					57		192167	139507
Null	20240708	20240829	bleu unicolore		Domaine des barres	Four à chaux	Moliard	Parmain	COLEOPTERA	Staphylinidae		STAPHYLINIDAE	STAPHYLINIDAE Latreille, 1802				7					57		192192	139502
Null	20240618	20240708	Blanc bleu jaune alterné		Domaine des barres	Bois de la ferne	Moliard	Parmain	COLEOPTERA	Staphylinidae		STAPHYLINIDAE	STAPHYLINIDAE Latreille, 1802				4					57		192183	139507
Null	20240618	20240708	jaune unicolore		Domaine des barres	Four à chaux	Moliard	Parmain	DIPTERA	Syrphidae		SYRPHIDAE	SYRPHIDAE .				2					57		192180	139502
Null	20240430	20240618	bleu unicolore		Domaine des barres	Four à chaux	Moliard	Parmain	DIPTERA	Syrphidae		SYRPHIDAE	SYRPHIDAE .				1					57		192172	139502
Null	20240430	20240618	jaune unicolore		Domaine des barres	Bois de la ferne	Moliard	Parmain	DIPTERA	Syrphidae		SYRPHIDAE	SYRPHIDAE .				2					57		192175	139507
Null	20240415	20240430	jaune unicolore		Domaine des barres	Bois de la ferne	Moliard	Parmain	DIPTERA	Syrphidae		SYRPHIDAE	SYRPHIDAE .				1					57		192165	139507
Null	20240618	20240708	jaune unicolore		Domaine des barres	Bois de la ferne	Moliard	Parmain	DIPTERA	Syrphidae		SYRPHIDAE	SYRPHIDAE .				1					57		192185	139507
Null	20240430	20240618	bleu unicolore		Domaine des barres	Bois de la ferne	Moliard	Parmain	DIPTERA	Syrphidae		SYRPHIDAE	SYRPHIDAE .				1					57		192177	139507
Null	20240430	20240618	Blanc bleu jaune alterné		Domaine des barres	Four à chaux	Moliard	Parmain	DIPTERA	Syrphidae		SYRPHIDAE	SYRPHIDAE .				1					57		192168	139502
Null	20240430	20240618	blanc unicolore		Domaine des barres	Bois de la ferne	Moliard	Parmain	DIPTERA	Syrphidae		SYRPHIDAE	SYRPHIDAE .				2					57		192176	139507
Null	20240430	20240618	blanc bleu jaune groupé		Domaine des barres	Four à chaux	Moliard	Parmain	DIPTERA	Syrphidae		SYRPHIDAE	SYRPHIDAE .				1					57		192169	139502
Null	20240618	20240708	blanc unicolore		Domaine des barres	Bois de la ferne	Moliard	Parmain	DIPTERA	Syrphidae		SYRPHIDAE	SYRPHIDAE .				1					57		192186	139507
Null	20240618	20240708	Blanc bleu jaune alterné		Domaine des barres	Bois de la ferne	Moliard	Parmain	DIPTERA	Syrphidae		SYRPHIDAE	SYRPHIDAE .				2					57		192183	139507
Null	20240430	20240618	Blanc bleu jaune alterné		Domaine des barres	Four à chaux	Moliard	Parmain	COLEOPTERA	Tenebrionidae	Alleculinae	Gonodera luperus	Gonodera luperus (Herbst, 1783)	Gonodera	luperus		2					57		192168	139502
Null	20240430	20240618	blanc unicolore		Domaine des barres	Four à chaux	Moliard	Parmain	COLEOPTERA	Tenebrionidae	Alleculinae	Gonodera luperus	Gonodera luperus (Herbst, 1783)	Gonodera	luperus		2					57		192171	139502
Null	20240430	20240618	blanc bleu jaune groupé		Domaine des barres	Four à chaux	Moliard	Parmain	COLEOPTERA	Tenebrionidae	Alleculinae	Isomira sp.	Isomira sp. Mulsant, 1856	Isomira	sp.		2					57		192169	139502
Null	20240430	20240618	Blanc bleu jaune alterné		Domaine des barres	Four à chaux	Moliard	Parmain	COLEOPTERA	Tenebrionidae	Alleculinae	Isomira sp.	Isomira sp. Mulsant, 1856	Isomira	sp.		2					57		192168	139502
Null	20240430	20240618	bleu unicolore		Domaine des barres	Four à chaux	Moliard	Parmain	COLEOPTERA	Tenebrionidae	Alleculinae	Isomira sp.	Isomira sp. Mulsant, 1856	Isomira	sp.		8					57		192172	139502
Null	20240430	20240618	blanc unicolore		Domaine des barres	Four à chaux	Moliard	Parmain	COLEOPTERA	Tenebrionidae	Alleculinae	Isomira sp.	Isomira sp. Mulsant, 1856	Isomira	sp.		8					57		192171	139502
Null	20240618	20240708	Blanc bleu jaune alterné		Domaine des barres	Four à chaux	Moliard	Parmain	COLEOPTERA	Tenebrionidae	Alleculinae	Isomira sp.	Isomira sp. Mulsant, 1856	Isomira	sp.		1					57		192178	139502
Null	20240618	20240708	jaune unicolore		Domaine des barres	Four à chaux	Moliard	Parmain	COLEOPTERA	Tenebrionidae	Alleculinae	Isomira sp.	Isomira sp. Mulsant, 1856	Isomira	sp.		8					57		192180	139502
Null	20240618	20240708	bleu unicolore		Domaine des barres	Four à chaux	Moliard	Parmain	COLEOPTERA	Tenebrionidae	Alleculinae	Isomira sp.	Isomira sp. Mulsant, 1856	Isomira	sp.		4					57		192182	139502
Null	20240430	20240618	bleu unicolore		Domaine des barres	Bois de la ferne	Moliard	Parmain	COLEOPTERA	Tenebrionidae	Alleculinae	Mycetochara maura	Mycetochara maura (Fabricius, 1792)	Mycetochara	maura		1					57		192177	139507
Null	20240708	20240829	Blanc bleu jaune alterné		Domaine des barres	Four à chaux	Moliard	Parmain	COLEOPTERA	Tenebrionidae	Tenebrioninae	Bolitophagus reticulatus	Bolitophagus reticulatus (Linnaeus, 1767)	Bolitophagus	reticulatus		1					57		192188	139502
Null	20240618	20240708	bleu unicolore		Domaine des barres	Four à chaux	Moliard	Parmain	COLEOPTERA	Tenebrionidae	Tenebrioninae	Tribolium castaneum	Tribolium castaneum (Herbst, 1797)	Tribolium	castaneum		1					57		192182	139502
Null	20240618	20240708	blanc unicolore		Domaine des barres	Four à chaux	Moliard	Parmain	COLEOPTERA	Tenebrionidae	Tenebrioninae	Tribolium castaneum	Tribolium castaneum (Herbst, 1797)	Tribolium	castaneum		1					57		192181	139502
Null	20240708	20240829	Blanc bleu jaune alterné		Domaine des barres	Four à chaux	Moliard	Parmain	COLEOPTERA	Trogossitidae	Trogossitinae	Nemozoma elongatum	Nemozoma elongatum (Linnaeus, 1761)	Nemozoma	elongatum		1					57		192188	139502
Null	20240708	20240829	bleu unicolore		Domaine des barres	Four à chaux	Moliard	Parmain	COLEOPTERA	Trogossitidae	Trogossitinae	Tenebroides fuscus	Tenebroides fuscus (Preyssler, 1790)	Tenebroides	fuscus	coll	1					57		192192	139502
Null	20240618	20240708	bleu unicolore		Domaine des barres	Bois de la ferne	Moliard	Parmain	LEPIDOPTERA	Zygaenidae	Zygaeninae	Zygaena sp.	Zygaena sp. Fabricius, 1775	Zygaena	sp.		1					57		192187	139507
