"x"
"248";2340
"249";705
"250";1434
"251";2994
"252";1761
"253";1240
"254";1589
"255";2763
"256";2132
"257";1153
"258";1152
"259";2436
"260";2016
"261";1678
"262";478
"263";2962
"264";2012
"265";1123
"266";962
"267";3147
"268";2802.5
"269";1640
"270";1588
"271";3016
"272";3056
"273";1980
"274";2617
"275";2833
"276";2310
"277";2701
"278";2784
"279";2918
"280";2814
"281";2533.5
"282";2754
"283";2923
"284";3002
"285";2393
"286";2456
"287";3023
"288";2568
"289";1594.5
"290";2105
"291";2904
"292";3121
"293";1972
"294";1112
"295";3149
"296";2809
"297";2459
"298";2337.5
"299";2799
"300";2981
"301";2497
"302";943
"303";3068
"304";2620
"305";1602
"306";1541
"307";2873
"308";2641.5
"309";1618
"310";2081
"311";341
"312";1395.5
"313";2531
"314";126
"315";192
"316";1771.5
"317";2512
"318";259
"319";1934
"320";1932.5
"321";2117
"322";83
"323";160
"324";1895
"325";1692
"326";188
"327";376
"328";605
"329";2190
"330";144
"331";390
"332";1961
"333";2108.5
"334";26
"335";442
"336";1575
"337";2071
"338";162
"339";1021
"340";2383
"341";2867
"342";319
"343";345
"344";1494
"345";1663
"346";1265
"347";2026.5
"348";1343
"349";1971
"350";793
"351";1546
"352";3058
"353";3110
"354";535
"355";490
"356";2995
"357";3091
"358";617.5
"359";1103
"360";2250
"361";2840
"362";2187
"363";428
"364";2077
"365";2693.5
"366";691.5
"367";1825
"368";1370
"369";1357
"370";2467
"371";2538
"372";2659
"373";3094
"374";511
"375";532
"376";2225
"377";1455
"378";812
"379";1012
"380";2545
"381";2654
"382";56
"383";149
"384";890
"385";1381
"386";2177
"387";2478.5
"388";1516
"389";2230.5
"390";1958.5
"391";2430.5
"392";1902.5
"393";2088
"394";2408
"395";2196
"396";1463
"397";846
"398";1845.5
"399";1871.5
"400";1253.5
"401";1213
"402";1111
"403";2219
"404";1386
"405";1562
"406";1714.5
"407";2275
"408";1578
"409";1180
"410";2100
"411";2630
"412";1696.5
"413";1783.5
"414";2130
"415";2768
"416";1117.5
"417";338
"418";817
"419";1259
"420";2606
"421";3038
"422";2434
"423";2595
"424";1831.5
"425";2325
"426";3124
"427";3155
"428";2455
"429";2755
"430";2978
"431";3146
"432";1558
"433";2416
"434";2856
"435";3090
"436";1495
"437";2069
"438";2347
"439";2824.5
"440";2099
"441";2960.5
"442";1259
"443";2614
"444";3108
"445";3012
"446";3020
"447";3151
"448";1453
"449";2161.5
"450";2271
"451";1591
"452";2107
"453";949
"454";2185
"455";2696
"456";959
"457";1523.5
"458";1320
"459";1928
"460";1699
"461";1458
"462";1774
"463";563
"464";718
"465";1940
"466";993
"467";404
"468";845
"469";2376
"470";1229.5
"471";295
"472";837
"473";1943
"474";673.5
"475";385
"476";394
"477";1532
"478";986
"479";441
"480";251
"481";1845.5
"482";819
"483";380
"484";643
"485";1838
"486";862.5
"487";1547
"488";661
"489";2364
"490";1915.5
"491";310
"492";329.5
"493";2863
"494";2948
"495";1387
"496";1932.5
"497";2344
"498";1850.5
"499";2312
"500";2562
"501";2688
"502";2511
"503";2507.5
"504";3114
"505";1805
"506";2410
"507";1789
"508";1242
"509";2403
"510";2178
"511";666
"512";1690
"513";2449
"514";3052
"515";646
"516";447
"517";3003
"518";2676
"519";2224
"520";2281
"521";1487
"522";2588
"523";1650
"524";216.5
"525";2629
"526";1856
"527";544
"528";588
"529";2043
"530";2011
"531";912
"532";470
"533";2372
"534";2983
"535";1816
"536";667
"537";2759
"538";2156.5
"539";1211
"540";1164
"541";2764
"542";2520
"543";1379
"544";736
"545";2842
"546";2709.5
"547";1371
"548";554
"549";1976
"550";2692
"551";1724.5
"552";1239
"553";2625
"554";2619
"555";1860.5
"556";879
"557";2636
"558";2355
"559";682
"560";1028.5
"561";2585
"562";2097
"563";1564
"564";435.5
"565";3077
"566";3109
"567";2390.5
"568";1249
"569";2877
"570";2747
"571";2816
"572";2886
"573";3103
"574";3118
"575";2964
"576";2957
"577";2222
"578";2975.5
"579";2635
"580";1447
"581";2723
"582";2811
"583";852.5
"584";1637.5
"585";2924
"586";3158
"587";1925
"588";2103.5
"589";3156
"590";3120
"591";3005
