"ORIG"	"DAT1"	"DAT2"	"cond_memo"	"stat_memo"	"LOCA"	"TOPO"	"REC"	"DET"	"Ordre"	"Famille"	"Sous_Famille"	"Espece"	"Espece_bis"	"GEN"	"SP"	"spec_memo"	"Abondance"	"Parcelle"	"Numero_de_piege"	"Type_piege"	"CPI"	"Numero_de_projet"	"Numero_arbre"	"COND_ID"	"STAT_ID"
deg 47.23222 2.174727	20240801	20240915	"R5;THERA2024/370"	"Lind noir Canopee superieure;VZ63_T_2"	Vierzon		R.Balvay	Parmain				INSECTA	INSECTA .				0	63	2	lind	Noir	56	13	191286	139471
deg 46.66718 2.798198	20240801	20240915	"R5;THERA2024/328"	"Lind noir Infra canopee;TR43_T_4"	Troncais		R.Balvay	Parmain				INSECTA	INSECTA .				0	43	4	lind	Noir	56	2	191244	139429
deg 47.23222 2.174727	20240801	20240915	"R5;THERA2024/372"	"Lind noir Infra canopee;VZ63_T_4"	Vierzon		R.Balvay	Parmain				INSECTA	INSECTA .				0	63	4	lind	Noir	56	13	191288	139473
deg 46.61626 2.734444	20240801	20240915	"R5;THERA2024/339"	"Lind noir Canopee inferieure;TR315_TE_3"	Troncais		R.Balvay	Parmain				INSECTA	INSECTA .				0	315	3	lind	Noir	56	5	191255	139440
deg 46.61626 2.734444	20240801	20240915	"R5;THERA2024/337"	"Lind noir Supra canopee;TR315_TE_1"	Troncais		R.Balvay	Parmain				INSECTA	INSECTA .				0	315	1	lind	Noir	56	5	191253	139438
deg 47.23222 2.174727	20240801	20240915	"R5;THERA2024/371"	"Lind noir Canopee inferieure;VZ63_T_3"	Vierzon		R.Balvay	Parmain				INSECTA	INSECTA .				0	63	3	lind	Noir	56	13	191287	139472
deg 46.66718 2.798198	20240801	20240915	"R5;THERA2024/325"	"Lind noir Supra canopee;TR43_T_1"	Troncais		R.Balvay	Parmain				INSECTA	INSECTA .				0	43	1	lind	Noir	56	2	191241	139426
deg 47.26687 2.196874	20240801	20240915	"R5;THERA2024/362"	"Lind noir Canopee superieure;VZ81 Vouzeron_T_2"	Vierzon		R.Balvay	Parmain				INSECTA	INSECTA .				0	81	2	lind	Noir	56	11	191278	139463
deg 46.66718 2.798198	20240801	20240915	"R5;THERA2024/326"	"Lind noir Canopee superieure;TR43_T_2"	Troncais		R.Balvay	Parmain				INSECTA	INSECTA .				0	43	2	lind	Noir	56	2	191242	139427
deg 46.66718 2.798198	20240801	20240915	"R5;THERA2024/327"	"Lind noir Canopee inferieure;TR43_T_3"	Troncais		R.Balvay	Parmain				INSECTA	INSECTA .				0	43	3	lind	Noir	56	2	191243	139428
deg 47.26624 2.056827	20240801	20240915	"R5;THERA2024/395"	"Lind noir Canopee inferieure;VZ270_TE_3"	Vierzon		R.Balvay	Parmain				INSECTA	INSECTA .				0	270	3	lind	Noir	56	19	191311	139496
deg 47.24953 2.183789	20240405	20240502	"R1;THERA2024/45"	"Lind noir Supra canopee;VZ22_T_1"	Vierzon		R.Balvay	Parmain				INSECTA	INSECTA .				0	22	1	lind	Noir	56	12	190961	139466
deg 47.26861 2.081451	20240404	20240502	"R1;THERA2024/67"	"Lind noir Canopee inferieure;VZ236_TE_3"	Vierzon		R.Balvay	Parmain				INSECTA	INSECTA .				0	236	3	lind	Noir	56	17	190983	139488
deg 47.26861 2.081451	20240404	20240502	"R1;THERA2024/66"	"Lind noir Canopee superieure;VZ236_TE_2"	Vierzon		R.Balvay	Parmain				INSECTA	INSECTA .				0	236	2	lind	Noir	56	17	190982	139487
deg 47.26861 2.081451	20240404	20240502	"R1;THERA2024/65"	"Lind noir Supra canopee;VZ236_TE_1"	Vierzon		R.Balvay	Parmain				INSECTA	INSECTA .				0	236	1	lind	Noir	56	17	190981	139486
deg 46.66718 2.798198	20240502	20240603	"R2;THERA2024/86"	"Lind noir Canopee superieure;TR43_T_2"	Troncais		R.Balvay	Parmain				INSECTA	INSECTA .				0	43	2	lind	Noir	56	2	191002	139427
deg 46.6001 2.673761	20240403	20240502	"R1;THERA2024/40"	"Lind noir Infra canopee;TR413_T_4"	Troncais		R.Balvay	Parmain				INSECTA	INSECTA .				0	413	4	lind	Noir	56	10	190956	139461
deg 46.68164 2.832132	20240403	20240502	"R1;THERA2024/01"	"Lind noir Supra canopee;TR19_TE_1"	Troncais		R.Balvay	Parmain				INSECTA	INSECTA .				0	19	1	lind	Noir	56	1	190917	139422
deg 46.61481 2.719873	20240502	20240603	"R2;THERA2024/104"	"Lind noir Infra canopee;TR327_T_4"	Troncais		R.Balvay	Parmain				INSECTA	INSECTA .				0	327	4	lind	Noir	56	6	191020	139445
deg 46.63988 2.768873	20240402	20240502	"R1;THERA2024/14"	"Lind noir Canopee superieure;TR207_TE_2"	Troncais		R.Balvay	Parmain				INSECTA	INSECTA .				0	207	2	lind	Noir	56	4	190930	139435
deg 47.24953 2.183789	20240405	20240502	"R1;THERA2024/46"	"Lind noir Canopee superieure;VZ22_T_2"	Vierzon		R.Balvay	Parmain				INSECTA	INSECTA .				0	22	2	lind	Noir	56	12	190962	139467
deg 46.58879 2.705986	20240403	20240502	"R1;THERA2024/33"	"Lind noir Supra canopee;TR368_TE_1"	Troncais		R.Balvay	Parmain				INSECTA	INSECTA .				0	368	1	lind	Noir	56	9	190949	139454
deg 47.23222 2.174727	20240502	20240603	"R2;THERA2024/131"	"Lind noir Canopee inferieure;VZ63_T_3"	Vierzon		R.Balvay	Parmain				INSECTA	INSECTA .				0	63	3	lind	Noir	56	13	191047	139472
deg 47.23222 2.174727	20240502	20240603	"R2;THERA2024/132"	"Lind noir Infra canopee;VZ63_T_4"	Vierzon		R.Balvay	Parmain				INSECTA	INSECTA .				0	63	4	lind	Noir	56	13	191048	139473
deg 46.58879 2.705986	20240403	20240502	"R1;THERA2024/34"	"Lind noir Canopee superieure;TR368_TE_2"	Troncais		R.Balvay	Parmain				INSECTA	INSECTA .				0	368	2	lind	Noir	56	9	190950	139455
deg 46.58879 2.705986	20240403	20240502	"R1;THERA2024/35"	"Lind noir Canopee inferieure;TR368_TE_3"	Troncais		R.Balvay	Parmain				INSECTA	INSECTA .				0	368	3	lind	Noir	56	9	190951	139456
deg 46.6001 2.673761	20240403	20240502	"R1;THERA2024/37"	"Lind noir Supra canopee;TR413_T_1"	Troncais		R.Balvay	Parmain				INSECTA	INSECTA .				0	413	1	lind	Noir	56	10	190953	139458
deg 47.25163 2.121351	20240502	20240603	"R2;THERA2024/137"	"Lind noir Supra canopee;VZ170_T_1"	Vierzon		R.Balvay	Parmain				INSECTA	INSECTA .				0	170	1	lind	Noir	56	15	191053	139478
deg 46.68164 2.832132	20240403	20240502	"R1;THERA2024/02"	"Lind noir Canopee superieure;TR19_TE_2"	Troncais		R.Balvay	Parmain				INSECTA	INSECTA .				0	19	2	lind	Noir	56	1	190918	139423
deg 46.58879 2.705986	20240403	20240502	"R1;THERA2024/36"	"Lind noir Infra canopee;TR368_TE_4"	Troncais		R.Balvay	Parmain				INSECTA	INSECTA .				0	368	4	lind	Noir	56	9	190952	139457
deg 46.6001 2.673761	20240403	20240502	"R1;THERA2024/39"	"Lind noir Canopee inferieure;TR413_T_3"	Troncais		R.Balvay	Parmain				INSECTA	INSECTA .				0	413	3	lind	Noir	56	10	190955	139460
deg 46.68164 2.832132	20240403	20240502	"R1;THERA2024/03"	"Lind noir Canopee inferieure;TR19_TE_3"	Troncais		R.Balvay	Parmain				INSECTA	INSECTA .				0	19	3	lind	Noir	56	1	190919	139424
deg 46.6001 2.673761	20240403	20240502	"R1;THERA2024/38"	"Lind noir Canopee superieure;TR413_T_2"	Troncais		R.Balvay	Parmain				INSECTA	INSECTA .				0	413	2	lind	Noir	56	10	190954	139459
deg 46.68164 2.832132	20240403	20240502	"R1;THERA2024/04"	"Lind noir Infra canopee;TR19_TE_4"	Troncais		R.Balvay	Parmain				INSECTA	INSECTA .				0	19	4	lind	Noir	56	1	190920	139425
deg 47.24953 2.183789	20240405	20240502	"R1;THERA2024/47"	"Lind noir Canopee inferieure;VZ22_T_3"	Vierzon		R.Balvay	Parmain				INSECTA	INSECTA .				0	22	3	lind	Noir	56	12	190963	139468
deg 46.66718 2.798198	20240701	20240801	"R4;THERA2024/246"	"Lind noir Canopee superieure;TR43_T_2"	Troncais		R.Balvay	Parmain				INSECTA	INSECTA .				0	43	2	lind	Noir	56	2	191162	139427
deg 46.6001 2.673761	20240701	20240801	"R4;THERA2024/278"	"Lind noir Canopee superieure;TR413_T_2"	Troncais		R.Balvay	Parmain				INSECTA	INSECTA .				0	413	2	lind	Noir	56	10	191194	139459
deg 46.6001 2.673761	20240701	20240801	"R4;THERA2024/279"	"Lind noir Canopee inferieure;TR413_T_3"	Troncais		R.Balvay	Parmain				INSECTA	INSECTA .				0	413	3	lind	Noir	56	10	191195	139460
deg 47.26568 2.118357	20240701	20240801	"R4;THERA2024/303"	"Lind noir Canopee inferieure;VZ179_TE_3"	Vierzon		R.Balvay	Parmain				INSECTA	INSECTA .				0	179	3	lind	Noir	56	16	191219	139484
deg 46.66718 2.798198	20240701	20240801	"R4;THERA2024/247"	"Lind noir Canopee inferieure;TR43_T_3"	Troncais		R.Balvay	Parmain				INSECTA	INSECTA .				0	43	3	lind	Noir	56	2	191163	139428
deg 47.24953 2.183789	20240701	20240801	"R4;THERA2024/286"	"Lind noir Canopee superieure;VZ22_T_2"	Vierzon		R.Balvay	Parmain				INSECTA	INSECTA .				0	22	2	lind	Noir	56	12	191202	139467
deg 46.6001 2.673761	20240701	20240801	"R4;THERA2024/280"	"Lind noir Infra canopee;TR413_T_4"	Troncais		R.Balvay	Parmain				INSECTA	INSECTA .				0	413	4	lind	Noir	56	10	191196	139461
deg 47.24953 2.183789	20240701	20240801	"R4;THERA2024/287"	"Lind noir Canopee inferieure;VZ22_T_3"	Vierzon		R.Balvay	Parmain				INSECTA	INSECTA .				0	22	3	lind	Noir	56	12	191203	139468
deg 47.26568 2.118357	20240603	20240701	"R3;THERA2024/223"	"Lind noir Canopee inferieure;VZ179_TE_3"	Vierzon		R.Balvay	Parmain				INSECTA	INSECTA .				0	179	3	lind	Noir	56	16	191139	139484
deg 46.6001 2.673761	20240701	20240801	"R4;THERA2024/277"	"Lind noir Supra canopee;TR413_T_1"	Troncais		R.Balvay	Parmain				INSECTA	INSECTA .				0	413	1	lind	Noir	56	10	191193	139458
deg 46.66718 2.798198	20240701	20240801	"R4;THERA2024/245"	"Lind noir Supra canopee;TR43_T_1"	Troncais		R.Balvay	Parmain				INSECTA	INSECTA .				0	43	1	lind	Noir	56	2	191161	139426
deg 46.58879 2.705986	20240603	20240701	"R3;THERA2024/195"	"Lind noir Canopee inferieure;TR368_TE_3"	Troncais		R.Balvay	Parmain				INSECTA	INSECTA .				0	368	3	lind	Noir	56	9	191111	139456
deg 47.26527 2.067914	20240603	20240701	"R3;THERA2024/231"	"Lind noir Canopee inferieure;VZ249_TE_3"	Vierzon		R.Balvay	Parmain				INSECTA	INSECTA .				0	249	3	lind	Noir	56	18	191147	139492
deg 47.25163 2.121351	20240701	20240801	"R4;THERA2024/299"	"Lind noir Canopee inferieure;VZ170_T_3"	Vierzon		R.Balvay	Parmain				INSECTA	INSECTA .				0	170	3	lind	Noir	56	15	191215	139480
deg 47.28669 2.154923	20240701	20240801	"R4;THERA2024/296"	"Lind noir Infra canopee;VZ71_T_4"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Aderidae		Euglenes oculatus	Euglenes oculatus (Paykull, 1798)	Euglenes	oculatus		1	71	4	lind	Noir	56	14	191212	139477
deg 46.61481 2.719873	20240701	20240801	"R4;THERA2024/264"	"Lind noir Infra canopee;TR327_T_4"	Troncais		R.Balvay	Parmain	COLEOPTERA	Aderidae		Euglenes oculatus	Euglenes oculatus (Paykull, 1798)	Euglenes	oculatus		1	327	4	lind	Noir	56	6	191180	139445
deg 47.26861 2.081451	20240801	20240915	"R5;THERA2024/386"	"Lind noir Canopee superieure;VZ236_TE_2"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Anthicidae		ANTHICIDAE	ANTHICIDAE Latreille, 1819				1	236	2	lind	Noir	56	17	191302	139487
deg 46.61626 2.734444	20240801	20241215	"R5++;THERA2024/340"	"Lind noir Infra canopee;TR315_TE_4"	Troncais		R.Balvay	Parmain	COLEOPTERA	Anthicidae		ANTHICIDAE	ANTHICIDAE Latreille, 1819				1	315	4	lind	Noir	56	5	191256	139441
deg 47.26093 2.032786	20240404	20240502	"R1;THERA2024/77"	"Lind noir Supra canopee;VZ290_T_1"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Anthicidae		ANTHICIDAE	ANTHICIDAE Latreille, 1819				1	290	1	lind	Noir	56	20	190993	139498
deg 47.26527 2.067914	20240404	20240502	"R1;THERA2024/69"	"Lind noir Supra canopee;VZ249_TE_1"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Anthicidae		ANTHICIDAE	ANTHICIDAE Latreille, 1819				1	249	1	lind	Noir	56	18	190985	139490
deg 47.23222 2.174727	20240405	20240502	"R1;THERA2024/49"	"Lind noir Supra canopee;VZ63_T_1"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Anthicidae		ANTHICIDAE	ANTHICIDAE Latreille, 1819				1	63	1	lind	Noir	56	13	190965	139470
deg 47.26568 2.118357	20240404	20240502	"R1;THERA2024/64"	"Lind noir Infra canopee;VZ179_TE_4"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Anthicidae		ANTHICIDAE	ANTHICIDAE Latreille, 1819				1	179	4	lind	Noir	56	16	190980	139485
deg 46.60366 2.689982	20240403	20240502	"R1;THERA2024/29"	"Lind noir Supra canopee;TR350_T_1"	Troncais		R.Balvay	Parmain	COLEOPTERA	Anthicidae		ANTHICIDAE	ANTHICIDAE Latreille, 1819				2	350	1	lind	Noir	56	8	190945	139450
deg 46.60366 2.689982	20240502	20240603	"R2;THERA2024/109"	"Lind noir Supra canopee;TR350_T_1"	Troncais		R.Balvay	Parmain	COLEOPTERA	Anthicidae		ANTHICIDAE	ANTHICIDAE Latreille, 1819				1	350	1	lind	Noir	56	8	191025	139450
deg 46.62809 2.701644	20240402	20240502	"R1;THERA2024/25"	"Lind noir Supra canopee;TR337_T_1"	Troncais		R.Balvay	Parmain	COLEOPTERA	Anthicidae		ANTHICIDAE	ANTHICIDAE Latreille, 1819				1	337	1	lind	Noir	56	7	190941	139446
deg 47.26624 2.056827	20240404	20240502	"R1;THERA2024/73"	"Lind noir Supra canopee;VZ270_TE_1"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Anthicidae		ANTHICIDAE	ANTHICIDAE Latreille, 1819				1	270	1	lind	Noir	56	19	190989	139494
deg 47.28669 2.154923	20240404	20240502	"R1;THERA2024/54"	"Lind noir Canopee superieure;VZ71_T_2"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Anthicidae		ANTHICIDAE	ANTHICIDAE Latreille, 1819				1	71	2	lind	Noir	56	14	190970	139475
deg 47.26568 2.118357	20240404	20240502	"R1;THERA2024/61"	"Lind noir Supra canopee;VZ179_TE_1"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Anthicidae		ANTHICIDAE	ANTHICIDAE Latreille, 1819				1	179	1	lind	Noir	56	16	190977	139482
deg 46.68164 2.832132	20240801	20240915	"R5;THERA2024/321"	"Lind noir Supra canopee;TR19_TE_1"	Troncais		R.Balvay	Parmain	COLEOPTERA	Anthicidae		ANTHICIDAE	ANTHICIDAE Latreille, 1819				1	19	1	lind	Noir	56	1	191237	139422
deg 47.26687 2.196874	20240603	20240701	"R3;THERA2024/201"	"Lind noir Supra canopee;VZ81 Vouzeron_T_1"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Anthicidae		ANTHICIDAE	ANTHICIDAE Latreille, 1819				1	81	1	lind	Noir	56	11	191117	139462
deg 47.24953 2.183789	20240701	20240801	"R4;THERA2024/285"	"Lind noir Supra canopee;VZ22_T_1"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Anthicidae		ANTHICIDAE	ANTHICIDAE Latreille, 1819				1	22	1	lind	Noir	56	12	191201	139466
deg 46.66978 2.731031	20240603	20240701	"R3;THERA2024/169"	"Lind noir Supra canopee;TR118_T_1"	Troncais		R.Balvay	Parmain	COLEOPTERA	Anthicidae		ANTHICIDAE	ANTHICIDAE Latreille, 1819				1	118	1	lind	Noir	56	3	191085	139430
deg 46.62809 2.701644	20240603	20240701	"R3;THERA2024/185"	"Lind noir Supra canopee;TR337_T_1"	Troncais		R.Balvay	Parmain	COLEOPTERA	Anthicidae		ANTHICIDAE	ANTHICIDAE Latreille, 1819				1	337	1	lind	Noir	56	7	191101	139446
deg 46.6001 2.673761	20240603	20240701	"R3;THERA2024/198"	"Lind noir Canopee superieure;TR413_T_2"	Troncais		R.Balvay	Parmain	COLEOPTERA	Anthicidae		ANTHICIDAE	ANTHICIDAE Latreille, 1819				1	413	2	lind	Noir	56	10	191114	139459
deg 47.26687 2.196874	20240603	20240701	"R3;THERA2024/203"	"Lind noir Canopee inferieure;VZ81 Vouzeron_T_3"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Anthicidae		ANTHICIDAE	ANTHICIDAE Latreille, 1819				1	81	3	lind	Noir	56	11	191119	139464
deg 46.66978 2.731031	20240603	20240701	"R3;THERA2024/169"	"Lind noir Supra canopee;TR118_T_1"	Troncais		R.Balvay	Parmain	COLEOPTERA	Anthribidae		ANTHRIBIDAE	ANTHRIBIDAE Billberg, 1820			cassé	1	118	1	lind	Noir	56	3	191085	139430
deg 47.26093 2.032786	20240801	20240915	"R5;THERA2024/397"	"Lind noir Supra canopee;VZ290_T_1"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Allandrus therondi	Allandrus therondi (Tempère, 1954)	Allandrus	therondi	coll	1	290	1	lind	Noir	56	20	191313	139498
deg 47.26624 2.056827	20240801	20240915	"R5;THERA2024/393"	"Lind noir Supra canopee;VZ270_TE_1"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Allandrus therondi	Allandrus therondi (Tempère, 1954)	Allandrus	therondi	coll	1	270	1	lind	Noir	56	19	191309	139494
deg 46.6001 2.673761	20240801	20241215	"R5++;THERA2024/358"	"Lind noir Canopee superieure;TR413_T_2"	Troncais		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Allandrus therondi	Allandrus therondi (Tempère, 1954)	Allandrus	therondi	coll	1	413	2	lind	Noir	56	10	191274	139459
deg 47.26527 2.067914	20240801	20240915	"R5;THERA2024/390"	"Lind noir Canopee superieure;VZ249_TE_2"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Allandrus therondi	Allandrus therondi (Tempère, 1954)	Allandrus	therondi	coll	1	249	2	lind	Noir	56	18	191306	139491
deg 47.25163 2.121351	20240801	20240915	"R5;THERA2024/377"	"Lind noir Supra canopee;VZ170_T_1"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Allandrus therondi	Allandrus therondi (Tempère, 1954)	Allandrus	therondi	coll	1	170	1	lind	Noir	56	15	191293	139478
deg 47.26568 2.118357	20240502	20240603	"R2;THERA2024/141"	"Lind noir Supra canopee;VZ179_TE_1"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Allandrus therondi	Allandrus therondi (Tempère, 1954)	Allandrus	therondi	coll	1	179	1	lind	Noir	56	16	191057	139482
deg 47.26527 2.067914	20240404	20240502	"R1;THERA2024/70"	"Lind noir Canopee superieure;VZ249_TE_2"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Allandrus therondi	Allandrus therondi (Tempère, 1954)	Allandrus	therondi	coll	1	249	2	lind	Noir	56	18	190986	139491
deg 46.68164 2.832132	20240603	20240701	"R3;THERA2024/161"	"Lind noir Supra canopee;TR19_TE_1"	Troncais		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Allandrus therondi	Allandrus therondi (Tempère, 1954)	Allandrus	therondi		1	19	1	lind	Noir	56	1	191077	139422
deg 46.68164 2.832132	20240801	20240915	"R5;THERA2024/321"	"Lind noir Supra canopee;TR19_TE_1"	Troncais		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Allandrus therondi	Allandrus therondi (Tempère, 1954)	Allandrus	therondi		1	19	1	lind	Noir	56	1	191237	139422
deg 46.62809 2.701644	20240701	20240801	"R4;THERA2024/266"	"Lind noir Canopee superieure;TR337_T_2"	Troncais		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Allandrus therondi	Allandrus therondi (Tempère, 1954)	Allandrus	therondi	coll	1	337	2	lind	Noir	56	7	191182	139447
deg 46.68164 2.832132	20240502	20240603	"R2;THERA2024/81"	"Lind noir Supra canopee;TR19_TE_1"	Troncais		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Anthribus nebulosus	Anthribus nebulosus Förster, 1771	Anthribus	nebulosus		1	19	1	lind	Noir	56	1	190997	139422
deg 47.26687 2.196874	20240502	20240603	"R2;THERA2024/124"	"Lind noir Infra canopee;VZ81 Vouzeron_T_4"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Anthribus nebulosus	Anthribus nebulosus Förster, 1771	Anthribus	nebulosus		1	81	4	lind	Noir	56	11	191040	139465
deg 47.28669 2.154923	20240502	20240603	"R2;THERA2024/135"	"Lind noir Canopee inferieure;VZ71_T_3"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Anthribus nebulosus	Anthribus nebulosus Förster, 1771	Anthribus	nebulosus		1	71	3	lind	Noir	56	14	191051	139476
deg 47.28669 2.154923	20240502	20240603	"R2;THERA2024/136"	"Lind noir Infra canopee;VZ71_T_4"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Anthribus nebulosus	Anthribus nebulosus Förster, 1771	Anthribus	nebulosus		2	71	4	lind	Noir	56	14	191052	139477
deg 47.28669 2.154923	20240502	20240603	"R2;THERA2024/134"	"Lind noir Canopee superieure;VZ71_T_2"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Anthribus nebulosus	Anthribus nebulosus Förster, 1771	Anthribus	nebulosus		1	71	2	lind	Noir	56	14	191050	139475
deg 47.26687 2.196874	20240502	20240603	"R2;THERA2024/122"	"Lind noir Canopee superieure;VZ81 Vouzeron_T_2"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Anthribus nebulosus	Anthribus nebulosus Förster, 1771	Anthribus	nebulosus		1	81	2	lind	Noir	56	11	191038	139463
deg 46.63988 2.768873	20240801	20240915	"R5;THERA2024/335"	"Lind noir Canopee inferieure;TR207_TE_3"	Troncais		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Dissoleucas niveirostris	Dissoleucas niveirostris (Fabricius, 1798)	Dissoleucas	niveirostris		2	207	3	lind	Noir	56	4	191251	139436
deg 46.60366 2.689982	20240801	20240915	"R5;THERA2024/352"	"Lind noir Infra canopee;TR350_T_4"	Troncais		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Dissoleucas niveirostris	Dissoleucas niveirostris (Fabricius, 1798)	Dissoleucas	niveirostris		1	350	4	lind	Noir	56	8	191268	139453
deg 47.26527 2.067914	20240502	20240603	"R2;THERA2024/151"	"Lind noir Canopee inferieure;VZ249_TE_3"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Dissoleucas niveirostris	Dissoleucas niveirostris (Fabricius, 1798)	Dissoleucas	niveirostris		1	249	3	lind	Noir	56	18	191067	139492
deg 47.26687 2.196874	20240404	20240502	"R1;THERA2024/43"	"Lind noir Canopee inferieure;VZ81 Vouzeron_T_3"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Dissoleucas niveirostris	Dissoleucas niveirostris (Fabricius, 1798)	Dissoleucas	niveirostris		1	81	3	lind	Noir	56	11	190959	139464
deg 47.26861 2.081451	20240502	20240603	"R2;THERA2024/147"	"Lind noir Canopee inferieure;VZ236_TE_3"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Dissoleucas niveirostris	Dissoleucas niveirostris (Fabricius, 1798)	Dissoleucas	niveirostris		1	236	3	lind	Noir	56	17	191063	139488
deg 46.63988 2.768873	20240603	20240701	"R3;THERA2024/175"	"Lind noir Canopee inferieure;TR207_TE_3"	Troncais		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Dissoleucas niveirostris	Dissoleucas niveirostris (Fabricius, 1798)	Dissoleucas	niveirostris		1	207	3	lind	Noir	56	4	191091	139436
deg 47.26861 2.081451	20240701	20240801	"R4;THERA2024/308"	"Lind noir Infra canopee;VZ236_TE_4"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Dissoleucas niveirostris	Dissoleucas niveirostris (Fabricius, 1798)	Dissoleucas	niveirostris		1	236	4	lind	Noir	56	17	191224	139489
deg 47.25163 2.121351	20240701	20240801	"R4;THERA2024/300"	"Lind noir Infra canopee;VZ170_T_4"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Dissoleucas niveirostris	Dissoleucas niveirostris (Fabricius, 1798)	Dissoleucas	niveirostris		1	170	4	lind	Noir	56	15	191216	139481
deg 47.28669 2.154923	20240603	20240701	"R3;THERA2024/215"	"Lind noir Canopee inferieure;VZ71_T_3"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Dissoleucas niveirostris	Dissoleucas niveirostris (Fabricius, 1798)	Dissoleucas	niveirostris		1	71	3	lind	Noir	56	14	191131	139476
deg 46.6001 2.673761	20240801	20241215	"R5++;THERA2024/358"	"Lind noir Canopee superieure;TR413_T_2"	Troncais		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Phaeochrotes pudens	Phaeochrotes pudens (Gyllenhal, 1833)	Phaeochrotes	pudens		2	413	2	lind	Noir	56	10	191274	139459
deg 46.6001 2.673761	20240801	20241215	"R5++;THERA2024/359"	"Lind noir Canopee inferieure;TR413_T_3"	Troncais		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Phaeochrotes pudens	Phaeochrotes pudens (Gyllenhal, 1833)	Phaeochrotes	pudens		1	413	3	lind	Noir	56	10	191275	139460
deg 47.26568 2.118357	20240603	20240701	"R3;THERA2024/222"	"Lind noir Canopee superieure;VZ179_TE_2"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Phaeochrotes pudens	Phaeochrotes pudens (Gyllenhal, 1833)	Phaeochrotes	pudens		2	179	2	lind	Noir	56	16	191138	139483
deg 46.66978 2.731031	20240603	20240701	"R3;THERA2024/170"	"Lind noir Canopee superieure;TR118_T_2"	Troncais		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Phaeochrotes pudens	Phaeochrotes pudens (Gyllenhal, 1833)	Phaeochrotes	pudens		4	118	2	lind	Noir	56	3	191086	139431
deg 46.62809 2.701644	20240603	20240701	"R3;THERA2024/186"	"Lind noir Canopee superieure;TR337_T_2"	Troncais		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Phaeochrotes pudens	Phaeochrotes pudens (Gyllenhal, 1833)	Phaeochrotes	pudens		1	337	2	lind	Noir	56	7	191102	139447
