"ORIG"	"DAT1"	"DAT2"	"cond_memo"	"stat_memo"	"LOCA"	"TOPO"	"REC"	"DET"	"Ordre"	"Famille"	"Sous_Famille"	"Espece"	"Espece_bis"	"GEN"	"SP"	"spec_memo"	"Abondance"	"Parcelle"	"Numero_de_piege"	"Type_piege"	"CPI"	"Numero_de_projet"	"Numero_arbre"	"COND_ID"	"STAT_ID"
deg 46.66978 2.731031	20240502	20240603	"R2;THERA2024/90"	"Lind noir Canopee superieure;TR118_T_2"	Troncais		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Abdera biflexuosa	Abdera biflexuosa (Curtis, 1829)	Abdera	biflexuosa		2	118	2	lind	Noir	56	3	191006	139431
deg 47.23222 2.174727	20240502	20240603	"R2;THERA2024/130"	"Lind noir Canopee superieure;VZ63_T_2"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Abdera biflexuosa	Abdera biflexuosa (Curtis, 1829)	Abdera	biflexuosa		1	63	2	lind	Noir	56	13	191046	139471
deg 47.28669 2.154923	20240502	20240603	"R2;THERA2024/134"	"Lind noir Canopee superieure;VZ71_T_2"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Abdera biflexuosa	Abdera biflexuosa (Curtis, 1829)	Abdera	biflexuosa		1	71	2	lind	Noir	56	14	191050	139475
deg 46.68164 2.832132	20240502	20240603	"R2;THERA2024/83"	"Lind noir Canopee inferieure;TR19_TE_3"	Troncais		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Abdera biflexuosa	Abdera biflexuosa (Curtis, 1829)	Abdera	biflexuosa		2	19	3	lind	Noir	56	1	190999	139424
deg 46.61626 2.734444	20240502	20240603	"R2;THERA2024/97"	"Lind noir Supra canopee;TR315_TE_1"	Troncais		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Abdera biflexuosa	Abdera biflexuosa (Curtis, 1829)	Abdera	biflexuosa		6	315	1	lind	Noir	56	5	191013	139438
deg 47.28669 2.154923	20240502	20240603	"R2;THERA2024/135"	"Lind noir Canopee inferieure;VZ71_T_3"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Abdera biflexuosa	Abdera biflexuosa (Curtis, 1829)	Abdera	biflexuosa		1	71	3	lind	Noir	56	14	191051	139476
deg 47.26687 2.196874	20240502	20240603	"R2;THERA2024/121"	"Lind noir Supra canopee;VZ81 Vouzeron_T_1"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Abdera biflexuosa	Abdera biflexuosa (Curtis, 1829)	Abdera	biflexuosa		4	81	1	lind	Noir	56	11	191037	139462
deg 46.62809 2.701644	20240502	20240603	"R2;THERA2024/105"	"Lind noir Supra canopee;TR337_T_1"	Troncais		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Abdera biflexuosa	Abdera biflexuosa (Curtis, 1829)	Abdera	biflexuosa		2	337	1	lind	Noir	56	7	191021	139446
deg 46.66718 2.798198	20240603	20240701	"R3;THERA2024/165"	"Lind noir Supra canopee;TR43_T_1"	Troncais		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Abdera biflexuosa	Abdera biflexuosa (Curtis, 1829)	Abdera	biflexuosa		3	43	1	lind	Noir	56	2	191081	139426
deg 46.6001 2.673761	20240603	20240701	"R3;THERA2024/198"	"Lind noir Canopee superieure;TR413_T_2"	Troncais		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Abdera biflexuosa	Abdera biflexuosa (Curtis, 1829)	Abdera	biflexuosa		1	413	2	lind	Noir	56	10	191114	139459
deg 46.60366 2.689982	20240603	20240701	"R3;THERA2024/192"	"Lind noir Infra canopee;TR350_T_4"	Troncais		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Abdera biflexuosa	Abdera biflexuosa (Curtis, 1829)	Abdera	biflexuosa		1	350	4	lind	Noir	56	8	191108	139453
deg 46.61481 2.719873	20240701	20240801	"R4;THERA2024/262"	"Lind noir Canopee superieure;TR327_T_2"	Troncais		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Abdera biflexuosa	Abdera biflexuosa (Curtis, 1829)	Abdera	biflexuosa		1	327	2	lind	Noir	56	6	191178	139443
deg 46.61481 2.719873	20240603	20240701	"R3;THERA2024/181"	"Lind noir Supra canopee;TR327_T_1"	Troncais		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Abdera biflexuosa	Abdera biflexuosa (Curtis, 1829)	Abdera	biflexuosa		1	327	1	lind	Noir	56	6	191097	139442
deg 47.23222 2.174727	20240603	20240701	"R3;THERA2024/209"	"Lind noir Supra canopee;VZ63_T_1"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Abdera biflexuosa	Abdera biflexuosa (Curtis, 1829)	Abdera	biflexuosa		2	63	1	lind	Noir	56	13	191125	139470
deg 47.28669 2.154923	20240701	20240801	"R4;THERA2024/296"	"Lind noir Infra canopee;VZ71_T_4"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Abdera biflexuosa	Abdera biflexuosa (Curtis, 1829)	Abdera	biflexuosa		1	71	4	lind	Noir	56	14	191212	139477
deg 47.26861 2.081451	20240603	20240701	"R3;THERA2024/226"	"Lind noir Canopee superieure;VZ236_TE_2"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Abdera biflexuosa	Abdera biflexuosa (Curtis, 1829)	Abdera	biflexuosa		1	236	2	lind	Noir	56	17	191142	139487
deg 47.25163 2.121351	20240603	20240701	"R3;THERA2024/218"	"Lind noir Canopee superieure;VZ170_T_2"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Abdera biflexuosa	Abdera biflexuosa (Curtis, 1829)	Abdera	biflexuosa		1	170	2	lind	Noir	56	15	191134	139479
deg 46.58879 2.705986	20240603	20240701	"R3;THERA2024/193"	"Lind noir Supra canopee;TR368_TE_1"	Troncais		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Abdera biflexuosa	Abdera biflexuosa (Curtis, 1829)	Abdera	biflexuosa		2	368	1	lind	Noir	56	9	191109	139454
deg 47.25163 2.121351	20240701	20240801	"R4;THERA2024/297"	"Lind noir Supra canopee;VZ170_T_1"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Abdera biflexuosa	Abdera biflexuosa (Curtis, 1829)	Abdera	biflexuosa		1	170	1	lind	Noir	56	15	191213	139478
deg 46.58879 2.705986	20240701	20240801	"R4;THERA2024/273"	"Lind noir Supra canopee;TR368_TE_1"	Troncais		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Abdera biflexuosa	Abdera biflexuosa (Curtis, 1829)	Abdera	biflexuosa		1	368	1	lind	Noir	56	9	191189	139454
deg 46.68164 2.832132	20240603	20240701	"R3;THERA2024/163"	"Lind noir Canopee inferieure;TR19_TE_3"	Troncais		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Abdera biflexuosa	Abdera biflexuosa (Curtis, 1829)	Abdera	biflexuosa		1	19	3	lind	Noir	56	1	191079	139424
deg 47.24953 2.183789	20240603	20240701	"R3;THERA2024/206"	"Lind noir Canopee superieure;VZ22_T_2"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Abdera biflexuosa	Abdera biflexuosa (Curtis, 1829)	Abdera	biflexuosa		1	22	2	lind	Noir	56	12	191122	139467
deg 46.60366 2.689982	20240603	20240701	"R3;THERA2024/191"	"Lind noir Canopee inferieure;TR350_T_3"	Troncais		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Abdera biflexuosa	Abdera biflexuosa (Curtis, 1829)	Abdera	biflexuosa		2	350	3	lind	Noir	56	8	191107	139452
deg 46.62809 2.701644	20240603	20240701	"R3;THERA2024/185"	"Lind noir Supra canopee;TR337_T_1"	Troncais		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Abdera biflexuosa	Abdera biflexuosa (Curtis, 1829)	Abdera	biflexuosa		2	337	1	lind	Noir	56	7	191101	139446
deg 46.58879 2.705986	20240603	20240701	"R3;THERA2024/194"	"Lind noir Canopee superieure;TR368_TE_2"	Troncais		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Abdera biflexuosa	Abdera biflexuosa (Curtis, 1829)	Abdera	biflexuosa		1	368	2	lind	Noir	56	9	191110	139455
deg 46.62809 2.701644	20240603	20240701	"R3;THERA2024/186"	"Lind noir Canopee superieure;TR337_T_2"	Troncais		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Abdera biflexuosa	Abdera biflexuosa (Curtis, 1829)	Abdera	biflexuosa		1	337	2	lind	Noir	56	7	191102	139447
deg 47.26687 2.196874	20240603	20240701	"R3;THERA2024/201"	"Lind noir Supra canopee;VZ81 Vouzeron_T_1"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Abdera biflexuosa	Abdera biflexuosa (Curtis, 1829)	Abdera	biflexuosa		2	81	1	lind	Noir	56	11	191117	139462
deg 46.63988 2.768873	20240603	20240701	"R3;THERA2024/173"	"Lind noir Supra canopee;TR207_TE_1"	Troncais		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Abdera biflexuosa	Abdera biflexuosa (Curtis, 1829)	Abdera	biflexuosa		3	207	1	lind	Noir	56	4	191089	139434
deg 46.60366 2.689982	20240603	20240701	"R3;THERA2024/189"	"Lind noir Supra canopee;TR350_T_1"	Troncais		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Abdera biflexuosa	Abdera biflexuosa (Curtis, 1829)	Abdera	biflexuosa		3	350	1	lind	Noir	56	8	191105	139450
deg 46.68164 2.832132	20240701	20240801	"R4;THERA2024/242"	"Lind noir Canopee superieure;TR19_TE_2"	Troncais		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Abdera biflexuosa	Abdera biflexuosa (Curtis, 1829)	Abdera	biflexuosa		1	19	2	lind	Noir	56	1	191158	139423
deg 46.63988 2.768873	20240603	20240701	"R3;THERA2024/175"	"Lind noir Canopee inferieure;TR207_TE_3"	Troncais		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Abdera biflexuosa	Abdera biflexuosa (Curtis, 1829)	Abdera	biflexuosa		1	207	3	lind	Noir	56	4	191091	139436
deg 46.66718 2.798198	20240603	20240701	"R3;THERA2024/166"	"Lind noir Canopee superieure;TR43_T_2"	Troncais		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Abdera biflexuosa	Abdera biflexuosa (Curtis, 1829)	Abdera	biflexuosa		2	43	2	lind	Noir	56	2	191082	139427
deg 46.68164 2.832132	20240603	20240701	"R3;THERA2024/162"	"Lind noir Canopee superieure;TR19_TE_2"	Troncais		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Abdera biflexuosa	Abdera biflexuosa (Curtis, 1829)	Abdera	biflexuosa		1	19	2	lind	Noir	56	1	191078	139423
deg 46.68164 2.832132	20240603	20240701	"R3;THERA2024/161"	"Lind noir Supra canopee;TR19_TE_1"	Troncais		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Abdera biflexuosa	Abdera biflexuosa (Curtis, 1829)	Abdera	biflexuosa		2	19	1	lind	Noir	56	1	191077	139422
deg 46.6001 2.673761	20240603	20240701	"R3;THERA2024/200"	"Lind noir Infra canopee;TR413_T_4"	Troncais		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Abdera biflexuosa	Abdera biflexuosa (Curtis, 1829)	Abdera	biflexuosa		1	413	4	lind	Noir	56	10	191116	139461
deg 46.6001 2.673761	20240603	20240701	"R3;THERA2024/199"	"Lind noir Canopee inferieure;TR413_T_3"	Troncais		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Abdera biflexuosa	Abdera biflexuosa (Curtis, 1829)	Abdera	biflexuosa		4	413	3	lind	Noir	56	10	191115	139460
deg 46.60366 2.689982	20240603	20240701	"R3;THERA2024/190"	"Lind noir Canopee superieure;TR350_T_2"	Troncais		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Abdera biflexuosa	Abdera biflexuosa (Curtis, 1829)	Abdera	biflexuosa		2	350	2	lind	Noir	56	8	191106	139451
deg 46.63988 2.768873	20240603	20240701	"R3;THERA2024/174"	"Lind noir Canopee superieure;TR207_TE_2"	Troncais		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Abdera biflexuosa	Abdera biflexuosa (Curtis, 1829)	Abdera	biflexuosa		1	207	2	lind	Noir	56	4	191090	139435
deg 46.66978 2.731031	20240603	20240701	"R3;THERA2024/170"	"Lind noir Canopee superieure;TR118_T_2"	Troncais		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Abdera biflexuosa	Abdera biflexuosa (Curtis, 1829)	Abdera	biflexuosa		1	118	2	lind	Noir	56	3	191086	139431
deg 47.26687 2.196874	20240603	20240701	"R3;THERA2024/204"	"Lind noir Infra canopee;VZ81 Vouzeron_T_4"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Abdera biflexuosa	Abdera biflexuosa (Curtis, 1829)	Abdera	biflexuosa		1	81	4	lind	Noir	56	11	191120	139465
deg 47.26624 2.056827	20240603	20240701	"R3;THERA2024/234"	"Lind noir Canopee superieure;VZ270_TE_2"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Abdera biflexuosa	Abdera biflexuosa (Curtis, 1829)	Abdera	biflexuosa		2	270	2	lind	Noir	56	19	191150	139495
deg 46.61626 2.734444	20240603	20240701	"R3;THERA2024/177"	"Lind noir Supra canopee;TR315_TE_1"	Troncais		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Abdera biflexuosa	Abdera biflexuosa (Curtis, 1829)	Abdera	biflexuosa		3	315	1	lind	Noir	56	5	191093	139438
deg 47.24953 2.183789	20240603	20240701	"R3;THERA2024/205"	"Lind noir Supra canopee;VZ22_T_1"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Abdera biflexuosa	Abdera biflexuosa (Curtis, 1829)	Abdera	biflexuosa		2	22	1	lind	Noir	56	12	191121	139466
deg 46.61626 2.734444	20240701	20240801	"R4;THERA2024/258"	"Lind noir Canopee superieure;TR315_TE_2"	Troncais		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Abdera biflexuosa	Abdera biflexuosa (Curtis, 1829)	Abdera	biflexuosa		1	315	2	lind	Noir	56	5	191174	139439
deg 47.26861 2.081451	20240603	20240701	"R3;THERA2024/225"	"Lind noir Supra canopee;VZ236_TE_1"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Abdera biflexuosa	Abdera biflexuosa (Curtis, 1829)	Abdera	biflexuosa		1	236	1	lind	Noir	56	17	191141	139486
deg 47.26568 2.118357	20240603	20240701	"R3;THERA2024/222"	"Lind noir Canopee superieure;VZ179_TE_2"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Abdera biflexuosa	Abdera biflexuosa (Curtis, 1829)	Abdera	biflexuosa		3	179	2	lind	Noir	56	16	191138	139483
deg 46.6001 2.673761	20240801	20241215	"R5++;THERA2024/359"	"Lind noir Canopee inferieure;TR413_T_3"	Troncais		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Abdera quadrifasciata	Abdera quadrifasciata (Curtis, 1829)	Abdera	quadrifasciata		3	413	3	lind	Noir	56	10	191275	139460
deg 46.62809 2.701644	20240801	20240915	"R5;THERA2024/346"	"Lind noir Canopee superieure;TR337_T_2"	Troncais		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Abdera quadrifasciata	Abdera quadrifasciata (Curtis, 1829)	Abdera	quadrifasciata		1	337	2	lind	Noir	56	7	191262	139447
deg 46.61481 2.719873	20240603	20240701	"R3;THERA2024/182"	"Lind noir Canopee superieure;TR327_T_2"	Troncais		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Abdera quadrifasciata	Abdera quadrifasciata (Curtis, 1829)	Abdera	quadrifasciata		1	327	2	lind	Noir	56	6	191098	139443
deg 46.68164 2.832132	20240603	20240701	"R3;THERA2024/163"	"Lind noir Canopee inferieure;TR19_TE_3"	Troncais		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Abdera quadrifasciata	Abdera quadrifasciata (Curtis, 1829)	Abdera	quadrifasciata		1	19	3	lind	Noir	56	1	191079	139424
deg 47.23222 2.174727	20240603	20240701	"R3;THERA2024/211"	"Lind noir Canopee inferieure;VZ63_T_3"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Abdera quadrifasciata	Abdera quadrifasciata (Curtis, 1829)	Abdera	quadrifasciata		2	63	3	lind	Noir	56	13	191127	139472
deg 46.60366 2.689982	20240603	20240701	"R3;THERA2024/191"	"Lind noir Canopee inferieure;TR350_T_3"	Troncais		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Abdera quadrifasciata	Abdera quadrifasciata (Curtis, 1829)	Abdera	quadrifasciata		1	350	3	lind	Noir	56	8	191107	139452
deg 47.24953 2.183789	20240603	20240701	"R3;THERA2024/206"	"Lind noir Canopee superieure;VZ22_T_2"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Abdera quadrifasciata	Abdera quadrifasciata (Curtis, 1829)	Abdera	quadrifasciata		1	22	2	lind	Noir	56	12	191122	139467
deg 46.58879 2.705986	20240603	20240701	"R3;THERA2024/194"	"Lind noir Canopee superieure;TR368_TE_2"	Troncais		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Abdera quadrifasciata	Abdera quadrifasciata (Curtis, 1829)	Abdera	quadrifasciata		2	368	2	lind	Noir	56	9	191110	139455
deg 46.6001 2.673761	20240603	20240701	"R3;THERA2024/198"	"Lind noir Canopee superieure;TR413_T_2"	Troncais		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Abdera quadrifasciata	Abdera quadrifasciata (Curtis, 1829)	Abdera	quadrifasciata		1	413	2	lind	Noir	56	10	191114	139459
deg 46.68164 2.832132	20240603	20240701	"R3;THERA2024/162"	"Lind noir Canopee superieure;TR19_TE_2"	Troncais		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Abdera quadrifasciata	Abdera quadrifasciata (Curtis, 1829)	Abdera	quadrifasciata		2	19	2	lind	Noir	56	1	191078	139423
deg 46.63988 2.768873	20240701	20240801	"R4;THERA2024/254"	"Lind noir Canopee superieure;TR207_TE_2"	Troncais		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Abdera quadrifasciata	Abdera quadrifasciata (Curtis, 1829)	Abdera	quadrifasciata		1	207	2	lind	Noir	56	4	191170	139435
deg 46.61626 2.734444	20240603	20240701	"R3;THERA2024/179"	"Lind noir Canopee inferieure;TR315_TE_3"	Troncais		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Abdera quadrifasciata	Abdera quadrifasciata (Curtis, 1829)	Abdera	quadrifasciata		1	315	3	lind	Noir	56	5	191095	139440
deg 46.61626 2.734444	20240603	20240701	"R3;THERA2024/178"	"Lind noir Canopee superieure;TR315_TE_2"	Troncais		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Abdera quadrifasciata	Abdera quadrifasciata (Curtis, 1829)	Abdera	quadrifasciata		1	315	2	lind	Noir	56	5	191094	139439
deg 46.63988 2.768873	20240603	20240701	"R3;THERA2024/174"	"Lind noir Canopee superieure;TR207_TE_2"	Troncais		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Abdera quadrifasciata	Abdera quadrifasciata (Curtis, 1829)	Abdera	quadrifasciata		1	207	2	lind	Noir	56	4	191090	139435
deg 46.6001 2.673761	20240603	20240701	"R3;THERA2024/199"	"Lind noir Canopee inferieure;TR413_T_3"	Troncais		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Abdera quadrifasciata	Abdera quadrifasciata (Curtis, 1829)	Abdera	quadrifasciata		2	413	3	lind	Noir	56	10	191115	139460
deg 46.58879 2.705986	20240701	20240801	"R4;THERA2024/276"	"Lind noir Infra canopee;TR368_TE_4"	Troncais		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Abdera quadrifasciata	Abdera quadrifasciata (Curtis, 1829)	Abdera	quadrifasciata		1	368	4	lind	Noir	56	9	191192	139457
deg 46.60366 2.689982	20240603	20240701	"R3;THERA2024/190"	"Lind noir Canopee superieure;TR350_T_2"	Troncais		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Abdera quadrifasciata	Abdera quadrifasciata (Curtis, 1829)	Abdera	quadrifasciata		3	350	2	lind	Noir	56	8	191106	139451
deg 46.66718 2.798198	20240603	20240701	"R3;THERA2024/167"	"Lind noir Canopee inferieure;TR43_T_3"	Troncais		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Abdera quadrifasciata	Abdera quadrifasciata (Curtis, 1829)	Abdera	quadrifasciata		2	43	3	lind	Noir	56	2	191083	139428
deg 46.62809 2.701644	20240701	20240801	"R4;THERA2024/266"	"Lind noir Canopee superieure;TR337_T_2"	Troncais		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Abdera quadrifasciata	Abdera quadrifasciata (Curtis, 1829)	Abdera	quadrifasciata		2	337	2	lind	Noir	56	7	191182	139447
deg 46.61481 2.719873	20240603	20240701	"R3;THERA2024/183"	"Lind noir Canopee inferieure;TR327_T_3"	Troncais		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Abdera quadrifasciata	Abdera quadrifasciata (Curtis, 1829)	Abdera	quadrifasciata		1	327	3	lind	Noir	56	6	191099	139444
deg 46.62809 2.701644	20240701	20240801	"R4;THERA2024/268"	"Lind noir Infra canopee;TR337_T_4"	Troncais		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Abdera quadrifasciata	Abdera quadrifasciata (Curtis, 1829)	Abdera	quadrifasciata		1	337	4	lind	Noir	56	7	191184	139449
deg 47.26093 2.032786	20240801	20240915	"R5;THERA2024/400"	"Lind noir Infra canopee;VZ290_T_4"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Anisoxya fuscula	Anisoxya fuscula (Illiger, 1798)	Anisoxya	fuscula		1	290	4	lind	Noir	56	20	191316	139501
deg 46.60366 2.689982	20240502	20240603	"R2;THERA2024/112"	"Lind noir Infra canopee;TR350_T_4"	Troncais		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Melandrya barbata	Melandrya barbata (Fabricius, 1787)	Melandrya	barbata		1	350	4	lind	Noir	56	8	191028	139453
deg 47.25163 2.121351	20240502	20240603	"R2;THERA2024/139"	"Lind noir Canopee inferieure;VZ170_T_3"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Melandrya barbata	Melandrya barbata (Fabricius, 1787)	Melandrya	barbata		1	170	3	lind	Noir	56	15	191055	139480
deg 46.66978 2.731031	20240502	20240603	"R2;THERA2024/91"	"Lind noir Canopee inferieure;TR118_T_3"	Troncais		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Melandrya barbata	Melandrya barbata (Fabricius, 1787)	Melandrya	barbata		1	118	3	lind	Noir	56	3	191007	139432
deg 46.62809 2.701644	20240502	20240603	"R2;THERA2024/108"	"Lind noir Infra canopee;TR337_T_4"	Troncais		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Melandrya barbata	Melandrya barbata (Fabricius, 1787)	Melandrya	barbata		1	337	4	lind	Noir	56	7	191024	139449
deg 47.26527 2.067914	20240502	20240603	"R2;THERA2024/152"	"Lind noir Infra canopee;VZ249_TE_4"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Melandrya barbata	Melandrya barbata (Fabricius, 1787)	Melandrya	barbata		2	249	4	lind	Noir	56	18	191068	139493
deg 46.66718 2.798198	20240502	20240603	"R2;THERA2024/88"	"Lind noir Infra canopee;TR43_T_4"	Troncais		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Melandrya barbata	Melandrya barbata (Fabricius, 1787)	Melandrya	barbata		1	43	4	lind	Noir	56	2	191004	139429
deg 46.63988 2.768873	20240502	20240603	"R2;THERA2024/94"	"Lind noir Canopee superieure;TR207_TE_2"	Troncais		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Melandrya barbata	Melandrya barbata (Fabricius, 1787)	Melandrya	barbata		1	207	2	lind	Noir	56	4	191010	139435
deg 47.26527 2.067914	20240404	20240502	"R1;THERA2024/72"	"Lind noir Infra canopee;VZ249_TE_4"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Melandrya barbata	Melandrya barbata (Fabricius, 1787)	Melandrya	barbata		1	249	4	lind	Noir	56	18	190988	139493
deg 47.26687 2.196874	20240502	20240603	"R2;THERA2024/124"	"Lind noir Infra canopee;VZ81 Vouzeron_T_4"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Melandrya barbata	Melandrya barbata (Fabricius, 1787)	Melandrya	barbata		1	81	4	lind	Noir	56	11	191040	139465
deg 46.61481 2.719873	20240502	20240603	"R2;THERA2024/103"	"Lind noir Canopee inferieure;TR327_T_3"	Troncais		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Melandrya barbata	Melandrya barbata (Fabricius, 1787)	Melandrya	barbata		1	327	3	lind	Noir	56	6	191019	139444
deg 46.61481 2.719873	20240603	20240701	"R3;THERA2024/183"	"Lind noir Canopee inferieure;TR327_T_3"	Troncais		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Melandrya barbata	Melandrya barbata (Fabricius, 1787)	Melandrya	barbata		1	327	3	lind	Noir	56	6	191099	139444
deg 46.58879 2.705986	20240502	20240603	"R2;THERA2024/116"	"Lind noir Infra canopee;TR368_TE_4"	Troncais		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Melandrya caraboides	Melandrya caraboides (Linnaeus, 1760)	Melandrya	caraboides		1	368	4	lind	Noir	56	9	191032	139457
deg 47.26861 2.081451	20240404	20240502	"R1;THERA2024/68"	"Lind noir Infra canopee;VZ236_TE_4"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Orchesia undulata	Orchesia undulata Kraatz, 1853	Orchesia	undulata		1	236	4	lind	Noir	56	17	190984	139489
deg 46.63988 2.768873	20240402	20240502	"R1;THERA2024/16"	"Lind noir Infra canopee;TR207_TE_4"	Troncais		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Orchesia undulata	Orchesia undulata Kraatz, 1853	Orchesia	undulata		1	207	4	lind	Noir	56	4	190932	139437
deg 46.58879 2.705986	20240801	20240915	"R5;THERA2024/354"	"Lind noir Canopee superieure;TR368_TE_2"	Troncais		R.Balvay	Parmain	COLEOPTERA	Melandryidae	Melandryinae	Phloiotrya tenuis	Phloiotrya tenuis (Hampe, 1850)	Phloiotrya	tenuis		1	368	2	lind	Noir	56	9	191270	139455
