679437.1,6618890.56
687169.14,6620186.79
682320.43,6615560.97
679678.04,6612945.86
678562.41,6612788.46
677172.95,6614268.08
676270.06,6611559.27
677488.9,6609902.28
675026.81,6611167.91
684571.32,6618585.73
633546.92,6683850.05
633337.91,6685413.26
638266.58,6683566.23
630551.32,6685770.62
629523.49,6685411.53
628686.51,6685528.89
626861.64,6684961.2
637561.11,6681650.35
636127.58,6687716.59
639275.81,6685482.11

