id.trap	massif	num.releve	num.tree2	num.trap	Parcelle	strate	id.trap.releve	ab.colsx	sr.colsx	ab.colsxrar	sr.colsxrar	ab.colsxcom	sr.colsxcom	ab.cav	sr.cav	ab.fon	sr.fon	ab.fonspe	sr.fonspe	ab.suc	sr.suc	ab.lig	sr.lig	ab.flo	sr.flo	ab.pho	sr.pho	ab.myc	sr.myc	ab.xyl	sr.xyl	ab.sxy	sr.sxy	ab.zoo	sr.zoo	ab.cavspe	sr.cavspe	CWM_diam	CWM_canop	CWM_decay	CWM_size	FD_diam	FD_canop	FD_decay	FD_size	id.trap.releve
Vierzon164	Vierzon	R4	16	4	179	infra	Vierzon164R4	86	27	2	2	73	22	5	5	47	8	2	2	5	2	84	25	10	4	0	0	10	6	53	8	13	6	5	5	0	0	2.384534884	1.536627907	2.29872093	4.989534884	0.35859998	0.31370839	0.683549313	0.680934504	Vierzon164R4
Vierzon164	Vierzon	R5	16	4	179	infra	Vierzon164R5	20	13	0	0	14	9	3	1	12	8	0	0	0	0	19	12	2	2	0	0	8	5	7	3	4	4	0	0	1	1	2.3005	1.8025	2.6275	3.275	0.329526436	0.964425388	0.619844809	0.236050634	Vierzon164R5
Vierzon171	Vierzon	R2	17	1	236	supra	Vierzon171R2	121	31	11	3	104	27	28	11	24	7	0	0	0	0	112	30	44	14	9	1	9	2	17	7	27	11	59	10	0	0	2.330165289	1.684297521	3.079586777	9.241322314	0.429576941	0.767845751	0.76354922	0.753992123	Vierzon171R2
Vierzon171	Vierzon	R3	17	1	236	supra	Vierzon171R3	500	38	10	4	483	32	13	11	436	11	1	1	3	2	498	36	20	12	1	1	28	5	429	9	12	7	30	16	0	0	2.3	1.5018	2.13174	3.0696	0.080477566	0.09638736	0.321524928	0.183693098	Vierzon171R3
Vierzon171	Vierzon	R4	17	1	236	supra	Vierzon171R4	55	16	3	1	34	12	1	1	10	5	0	0	2	2	55	16	23	4	0	0	7	3	23	7	12	3	13	3	0	0	2.333818182	1.501818182	2.69	6.367272727	0.352987607	0.214492319	0.893648903	0.735944185	Vierzon171R4
Vierzon171	Vierzon	R5	17	1	236	supra	Vierzon171R5	30	11	0	0	29	10	11	1	20	5	4	2	0	0	26	9	1	1	0	0	15	3	11	5	2	2	2	1	0	0	2.272333333	1.863333333	2.408666667	4.763333333	0.227667169	1.32946302	0.396765403	0.387944085	Vierzon171R5
Vierzon172	Vierzon	R2	17	2	236	intra.sup	Vierzon172R2	72	23	3	1	53	20	21	6	34	10	2	2	0	0	65	20	30	10	5	1	25	6	7	3	18	6	17	7	0	0	2.224861111	1.601388889	3.075	4.419444444	0.353682909	0.501861384	0.668152722	0.476818374	Vierzon172R2
Vierzon172	Vierzon	R3	17	2	236	intra.sup	Vierzon172R3	383	36	5	3	368	29	13	10	338	13	1	1	1	1	380	33	18	10	2	2	17	6	321	7	20	9	23	12	1	1	2.292454308	1.518798956	2.172349869	3.553263708	0.13495016	0.155586845	0.36627226	0.322990308	Vierzon172R3
Vierzon172	Vierzon	R4	17	2	236	intra.sup	Vierzon172R4	40	18	3	2	29	14	8	4	9	6	2	1	1	1	38	17	12	3	0	0	7	5	17	8	8	2	8	3	0	0	2.54175	1.4075	2.68725	8.9475	0.319514341	0.451053405	0.883362287	0.937830879	Vierzon172R4
Vierzon172	Vierzon	R5	17	2	236	intra.sup	Vierzon172R5	27	13	0	0	23	10	9	4	8	4	1	1	1	1	26	12	1	1	0	0	8	4	8	3	8	4	2	1	0	0	2.419259259	1.646296296	2.630740741	7.185185185	0.344974	1.000257721	0.624944331	0.757411827	Vierzon172R5
Vierzon173	Vierzon	R2	17	3	236	intra.inf	Vierzon173R2	168	51	17	4	112	44	48	13	92	23	6	5	5	4	156	45	59	19	7	2	55	12	18	10	44	13	43	13	0	0	2.216547619	1.57202381	2.988571429	4.971428571	0.537613405	0.538957682	0.843408828	0.527116914	Vierzon173R2
Vierzon173	Vierzon	R3	17	3	236	intra.inf	Vierzon173R3	292	22	3	2	279	17	6	3	271	12	2	2	1	1	290	20	4	2	0	0	17	8	261	6	9	4	5	4	0	0	2.300958904	1.515958904	2.085616438	2.769178082	0.098086757	0.111138378	0.194707324	0.10342514	Vierzon173R3
Vierzon173	Vierzon	R4	17	3	236	intra.inf	Vierzon173R4	51	25	10	2	30	20	5	3	24	9	2	2	1	1	47	21	5	3	2	2	14	5	20	7	11	7	3	3	2	2	2.458431373	1.490196078	2.596666667	5.237254902	0.552428787	0.597358413	0.748147027	0.566435239	Vierzon173R4
Vierzon173	Vierzon	R5	17	3	236	intra.inf	Vierzon173R5	8	8	0	0	8	8	0	0	3	3	2	2	0	0	5	5	0	0	0	0	2	2	1	1	1	1	3	3	1	1	2.2475	1.82125	2.6225	4.55	0.504571488	0.837973126	0.527914815	0.241609797	Vierzon173R5
Vierzon174	Vierzon	R1	17	4	236	infra	Vierzon174R1	34	19	0	0	24	16	8	4	27	13	0	0	3	2	32	18	6	5	2	1	18	7	1	1	7	5	5	4	0	0	2.214705882	1.783823529	2.796764706	3.494117647	0.492064537	0.625132788	0.557645849	0.290668638	Vierzon174R1
Vierzon174	Vierzon	R2	17	4	236	infra	Vierzon174R2	42	22	2	2	29	18	13	8	27	12	3	2	2	2	36	18	5	4	2	1	21	9	7	4	6	3	6	5	0	0	2.406904762	1.691190476	2.713809524	4.688095238	0.469592067	0.747773558	0.75598029	0.526729043	Vierzon174R2
Vierzon174	Vierzon	R3	17	4	236	infra	Vierzon174R3	255	25	0	0	244	22	6	6	228	11	3	3	0	0	252	22	4	4	0	0	19	7	221	5	7	6	8	7	0	0	2.296509804	1.529294118	2.129764706	2.857647059	0.099715553	0.153774571	0.283903936	0.128349548	Vierzon174R3
Vierzon174	Vierzon	R4	17	4	236	infra	Vierzon174R4	25	14	0	0	20	11	1	1	12	7	4	3	0	0	20	10	2	1	0	0	8	5	5	4	10	3	1	1	1	1	2.472	1.6396	2.5848	5.056	0.676722395	0.749894588	0.713828209	0.468543403	Vierzon174R4
Vierzon174	Vierzon	R5	17	4	236	infra	Vierzon174R5	6	5	1	1	3	2	0	0	3	3	1	1	0	0	5	4	0	0	0	0	3	3	1	1	2	1	0	0	0	0	2.548333333	1.508333333	2.333333333	4.933333333	0.573328609	0.591589531	0.404532425	0.484645021	Vierzon174R5
Vierzon181	Vierzon	R1	18	1	249	supra	Vierzon181R1	17	11	1	1	10	7	5	2	9	6	0	0	0	0	16	10	6	3	1	1	7	4	2	2	4	1	3	3	0	0	2.254117647	1.611764706	3.057647059	3.111764706	0.227694596	0.378513088	0.713376835	0.244561762	Vierzon181R1
Vierzon181	Vierzon	R2	18	1	249	supra	Vierzon181R2	65	20	8	2	51	17	19	5	32	9	7	3	0	0	52	16	24	8	6	1	24	6	18	6	13	4	4	3	0	0	2.112307692	1.466153846	2.721538462	3.255384615	0.550587747	0.346896136	0.992880555	0.251706372	Vierzon181R2
Vierzon181	Vierzon	R3	18	1	249	supra	Vierzon181R3	31	13	5	2	22	10	1	1	17	4	0	0	2	1	31	13	4	2	0	0	16	3	8	6	1	1	6	3	0	0	2.273225806	1.458064516	2.390322581	3.441935484	0.478157262	0.421068928	0.811506357	0.373535915	Vierzon181R3
Vierzon181	Vierzon	R4	18	1	249	supra	Vierzon181R4	39	13	0	0	23	10	0	0	14	6	1	1	0	0	38	12	15	3	0	0	12	4	10	4	4	3	13	2	0	0	2.291538462	1.502564103	2.784102564	5.464102564	0.35822554	0.369465006	0.756036793	0.6237689	Vierzon181R4
Vierzon181	Vierzon	R5	18	1	249	supra	Vierzon181R5	23	7	0	0	20	6	8	1	20	4	0	0	1	1	23	7	0	0	0	0	11	2	9	2	1	1	1	1	0	0	2.174347826	1.954347826	2.294347826	3.365217391	0.153667216	1.106218541	0.454146913	0.188123968	Vierzon181R5
Vierzon182	Vierzon	R1	18	2	249	intra.sup	Vierzon182R1	47	23	9	2	35	20	10	5	17	12	4	3	2	2	42	19	18	6	1	1	11	7	3	3	12	7	20	5	0	0	2.084042553	1.614893617	2.99787234	5.112765957	0.427422824	0.580000716	0.79198622	0.536507575	Vierzon182R1
Vierzon182	Vierzon	R2	18	2	249	intra.sup	Vierzon182R2	186	48	45	6	139	41	59	14	39	15	5	3	1	1	177	42	85	22	4	3	27	9	42	11	79	15	34	10	2	2	2.170806452	1.373655914	2.790107527	10.18333333	0.862246109	0.612589813	1.087538349	1.042094086	Vierzon182R2
Vierzon182	Vierzon	R3	18	2	249	intra.sup	Vierzon182R3	102	40	12	4	85	32	26	12	51	12	6	3	0	0	90	35	27	12	6	2	42	8	19	9	11	8	24	13	1	1	2.268039216	1.442156863	2.786470588	6.691176471	0.644568576	0.550556033	0.789146178	0.762282597	Vierzon182R3
Vierzon182	Vierzon	R4	18	2	249	intra.sup	Vierzon182R4	62	19	4	4	36	11	1	1	8	5	0	0	0	0	62	19	20	2	0	0	8	5	25	6	4	4	25	4	0	0	2.413709677	1.415322581	2.662903226	6.211290323	0.286101831	0.289296011	0.810874933	0.653581056	Vierzon182R4
Vierzon182	Vierzon	R5	18	2	249	intra.sup	Vierzon182R5	24	10	2	2	21	7	13	2	11	1	0	0	0	0	24	10	5	2	0	0	11	1	5	5	8	4	0	0	0	0	2.314583333	1.9125	2.702083333	8.054166667	0.472705207	1.525191761	0.564870538	0.876815496	Vierzon182R5
Vierzon183	Vierzon	R1	18	3	249	intra.inf	Vierzon183R1	15	10	0	0	14	9	3	2	5	4	0	0	0	0	13	9	3	2	2	1	2	2	3	3	1	1	7	3	0	0	2.208666667	1.646666667	2.91	7.64	0.462837679	0.684092622	0.724922106	0.556030382	Vierzon183R1
Vierzon183	Vierzon	R2	18	3	249	intra.inf	Vierzon183R2	53	25	8	3	36	20	23	10	17	9	4	3	1	1	47	20	26	10	3	3	14	6	7	4	19	7	11	6	1	1	2.266792453	1.48490566	3.187169811	7.439622642	0.661170976	0.562430308	0.81238867	0.950579353	Vierzon183R2
Vierzon183	Vierzon	R4	18	3	249	intra.inf	Vierzon183R4	34	15	1	1	22	12	9	4	5	3	0	0	0	0	33	14	8	4	0	0	4	2	12	4	8	6	9	2	1	1	2.440882353	1.558823529	2.784705882	6.547058824	0.424643394	0.470629105	0.777122186	0.736999772	Vierzon183R4
Vierzon183	Vierzon	R5	18	3	249	intra.inf	Vierzon183R5	19	9	0	0	18	8	9	2	9	5	1	1	0	0	16	7	5	1	0	0	6	3	3	2	7	2	1	1	2	1	2.545263158	1.818421053	2.946315789	9.347368421	0.692558409	1.143700033	0.700457419	1.274118099	Vierzon183R5
Vierzon184	Vierzon	R1	18	4	249	infra	Vierzon184R1	58	27	5	1	41	23	15	10	28	11	4	3	2	2	51	23	18	9	3	1	24	9	4	2	10	7	17	8	0	0	2.248793103	1.728448276	3.018793103	4.306896552	0.316125533	0.673236049	0.650010493	0.471173808	Vierzon184R1
Vierzon184	Vierzon	R2	18	4	249	infra	Vierzon184R2	75	26	7	2	53	22	20	10	32	11	3	2	0	0	70	23	24	11	2	1	25	7	18	5	24	11	6	2	0	0	1.980533333	1.7	2.746666667	4.469333333	0.629378004	0.755083366	0.889216209	0.484477771	Vierzon184R2
Vierzon184	Vierzon	R3	18	4	249	infra	Vierzon184R3	47	26	3	3	30	18	11	5	27	11	4	3	3	1	43	23	9	6	3	1	22	9	6	6	7	5	9	5	0	0	2.377234043	1.599574468	2.749574468	5.178723404	0.637876072	0.575399275	0.771570976	0.645766615	Vierzon184R3
Vierzon184	Vierzon	R4	18	4	249	infra	Vierzon184R4	35	17	3	1	26	13	3	3	10	6	2	2	0	0	33	15	6	3	0	0	10	6	6	4	14	5	5	2	0	0	2.570857143	1.504	2.622571429	4.3	0.558187795	0.526622245	0.889660919	0.467214091	Vierzon184R4
Vierzon184	Vierzon	R5	18	4	249	infra	Vierzon184R5	18	9	1	1	17	8	5	2	13	5	2	2	0	0	16	7	1	1	0	0	6	3	9	3	3	3	0	0	0	0	2.366111111	1.727777778	2.369444444	5.111111111	0.291874958	0.950128641	0.531885226	0.542717954	Vierzon184R5
Vierzon191	Vierzon	R1	19	1	270	supra	Vierzon191R1	63	18	7	1	52	14	12	5	10	7	2	2	1	1	58	15	26	11	3	1	5	4	2	1	11	5	41	6	0	0	2.196825397	1.815873016	3.284444444	7.836507937	0.366141764	0.662931497	0.420628107	0.644684974	Vierzon191R1
Vierzon191	Vierzon	R2	19	1	270	supra	Vierzon191R2	78	30	16	3	58	25	30	10	18	9	2	2	0	0	73	27	43	11	3	1	14	7	17	10	27	8	17	4	0	0	2.155512821	1.553205128	2.928717949	5.047435897	0.548525555	0.469031211	1.064821899	0.566448197	Vierzon191R2
Vierzon191	Vierzon	R3	19	1	270	supra	Vierzon191R3	52	24	2	2	49	21	10	4	19	6	0	0	0	0	51	23	17	6	2	2	14	2	16	12	11	3	10	6	0	0	2.399230769	1.399038462	2.831346154	7.623076923	0.553111449	0.408577459	0.814959295	0.939415126	Vierzon191R3
Vierzon191	Vierzon	R4	19	1	270	supra	Vierzon191R4	149	25	5	3	124	19	7	2	10	7	2	1	0	0	146	23	99	6	1	1	8	5	36	8	80	7	24	4	1	1	2.491342282	1.403355705	3.036107383	10.42348993	0.215413647	0.330737431	0.791649603	0.707078334	Vierzon191R4
Vierzon191	Vierzon	R5	19	1	270	supra	Vierzon191R5	33	16	1	1	30	14	18	3	23	7	1	1	0	0	31	14	2	2	1	1	18	3	6	5	4	4	3	2	0	0	2.128787879	2.093939394	2.527575758	4.375757576	0.274853641	1.320520284	0.404398696	0.248487579	Vierzon191R5
Vierzon192	Vierzon	R1	19	2	270	intra.sup	Vierzon192R1	26	14	3	1	19	10	7	4	9	5	0	0	0	0	22	13	12	7	4	1	5	4	1	1	5	5	11	3	0	0	2.261153846	1.692307692	3.232692308	5.830769231	0.366199738	0.53701309	0.523857522	0.598982785	Vierzon192R1
Vierzon192	Vierzon	R2	19	2	270	intra.sup	Vierzon192R2	43	20	2	2	31	15	24	9	19	8	1	1	1	1	37	18	24	9	6	2	12	5	2	2	19	7	4	4	0	0	2.631395349	1.491860465	3.324651163	8.579069767	0.662553538	0.546330998	0.745039773	1.183944322	Vierzon192R2
Vierzon192	Vierzon	R3	19	2	270	intra.sup	Vierzon192R3	48	27	7	4	37	21	12	9	28	13	4	2	2	2	41	24	12	7	4	2	21	8	3	3	9	6	10	7	0	0	2.362291667	1.48125	2.821875	5.779166667	0.547114957	0.518061003	0.767379048	0.775521123	Vierzon192R3
Vierzon192	Vierzon	R4	19	2	270	intra.sup	Vierzon192R4	43	14	1	1	32	10	2	1	5	5	1	1	0	0	42	13	22	2	0	0	4	4	11	4	24	4	4	2	0	0	2.436976744	1.484883721	2.877906977	8.960465116	0.255753492	0.256542587	0.806986398	0.776233788	Vierzon192R4
Vierzon192	Vierzon	R5	19	2	270	intra.sup	Vierzon192R5	11	7	0	0	9	5	4	1	8	4	0	0	1	1	11	7	0	0	0	0	5	2	4	3	0	0	2	2	0	0	2.106363636	1.936363636	2.361818182	3.1	0.258278498	1.196068692	0.454346749	0.180381249	Vierzon192R5
Vierzon193	Vierzon	R1	19	3	270	intra.inf	Vierzon193R1	22	12	6	1	13	10	9	6	9	6	1	1	2	1	20	10	11	4	1	1	7	4	1	1	5	3	8	3	0	0	2.192727273	1.695454545	3.117272727	3.736363636	0.360037288	0.646037103	0.727355987	0.24229895	Vierzon193R1
Vierzon193	Vierzon	R2	19	3	270	intra.inf	Vierzon193R2	26	13	1	1	16	10	14	8	16	7	0	0	4	2	26	13	8	4	2	2	13	4	1	1	7	3	4	4	0	0	2.386153846	1.796923077	2.926538462	4.030769231	0.549205719	0.577253271	0.914398871	0.386231549	Vierzon193R2
Vierzon193	Vierzon	R3	19	3	270	intra.inf	Vierzon193R3	34	17	1	1	22	13	18	9	23	9	1	1	8	1	32	15	2	2	9	2	13	6	6	5	3	3	3	1	0	0	2.568529412	1.703529412	3.189411765	3.885294118	0.640478896	0.693884834	0.782245331	0.350506959	Vierzon193R3
Vierzon193	Vierzon	R4	19	3	270	intra.inf	Vierzon193R4	32	12	6	1	12	7	4	2	17	5	0	0	2	1	31	11	6	3	0	0	13	3	10	4	6	3	0	0	1	1	2.5321875	1.628125	2.69625	6.784375	0.600071163	0.899989188	0.793958093	0.965403528	Vierzon193R4
Vierzon194	Vierzon	R1	19	4	270	infra	Vierzon194R1	30	13	4	1	17	11	12	6	15	4	0	0	0	0	26	12	13	7	4	1	9	1	0	0	7	5	10	6	0	0	2.243	1.813333333	3.195	4.466666667	0.495897513	0.737873488	0.442963006	0.418885344	Vierzon194R1
Vierzon194	Vierzon	R2	19	4	270	infra	Vierzon194R2	22	16	1	1	18	13	7	5	7	5	0	0	0	0	20	15	7	5	2	1	3	2	7	4	7	6	3	3	0	0	2.025909091	1.597727273	2.797272727	4.290909091	0.679108796	0.564532422	0.972783469	0.358359299	Vierzon194R2
Vierzon194	Vierzon	R3	19	4	270	infra	Vierzon194R3	27	14	0	0	17	11	10	7	18	7	0	0	4	2	27	14	0	0	3	1	12	5	6	4	3	2	3	2	0	0	2.491481481	1.704444444	2.812592593	3.833333333	0.518958464	0.621467791	0.870959976	0.421503905	Vierzon194R3
Vierzon194	Vierzon	R4	19	4	270	infra	Vierzon194R4	28	15	3	3	13	10	4	2	17	6	2	2	0	0	26	13	0	0	0	0	16	6	9	6	3	3	0	0	0	0	2.298214286	1.769285714	2.773928571	3.032142857	0.40360538	0.928296171	0.64902687	0.271369212	Vierzon194R4
Vierzon194	Vierzon	R5	19	4	270	infra	Vierzon194R5	7	6	0	0	6	5	2	1	5	4	0	0	0	0	7	6	0	0	0	0	4	3	2	2	0	0	1	1	0	0	2.298571429	1.885714286	2.635714286	4.8	0.327443646	1.145861727	0.599368451	0.620671439	Vierzon194R5
Vierzon201	Vierzon	R1	20	1	290	supra	Vierzon201R1	25	13	3	1	19	11	4	3	14	5	1	1	0	0	22	11	8	5	2	1	11	3	4	3	4	4	4	2	0	0	2.1624	1.482	2.8692	3.884	0.530491865	0.218393343	0.675925139	0.329950892	Vierzon201R1
Vierzon201	Vierzon	R2	20	1	290	supra	Vierzon201R2	81	31	6	2	72	26	22	6	30	10	6	1	0	0	68	28	37	13	7	2	20	5	24	9	20	8	10	7	1	1	2.251728395	1.419753086	2.762345679	7.425925926	0.709484686	0.448837849	0.934752909	0.948172612	Vierzon201R2
Vierzon201	Vierzon	R3	20	1	290	supra	Vierzon201R3	31	21	1	1	29	19	6	6	14	6	2	1	0	0	29	20	6	6	0	0	13	5	9	7	3	3	6	6	0	0	2.196774194	1.408064516	2.599032258	5.538709677	0.679828673	0.517270082	0.879700169	0.640881262	Vierzon201R3
Vierzon201	Vierzon	R4	20	1	290	supra	Vierzon201R4	43	19	2	2	35	14	2	2	9	8	2	2	0	0	40	16	16	5	1	1	6	5	8	3	4	3	24	7	1	1	2.521627907	1.41744186	2.654186047	7.497674419	0.340194571	0.325128462	0.832374145	0.660799679	Vierzon201R4
Vierzon201	Vierzon	R5	20	1	290	supra	Vierzon201R5	16	9	1	1	14	7	4	1	10	5	1	1	0	0	15	8	3	2	0	0	6	3	3	2	4	3	3	1	0	0	2.1525	1.684375	2.493125	4.48125	0.296316747	1.127822585	0.525734132	0.299606839	Vierzon201R5
Vierzon202	Vierzon	R1	20	2	290	intra.sup	Vierzon202R1	24	18	3	3	18	13	7	5	10	8	0	0	0	0	22	17	14	9	2	1	3	2	4	4	6	5	9	6	0	0	2.070416667	1.497916667	3.022916667	5.4375	0.471382955	0.561337794	0.703507171	0.469499864	Vierzon202R1
Vierzon202	Vierzon	R2	20	2	290	intra.sup	Vierzon202R2	86	33	19	4	64	26	22	10	47	10	6	3	1	1	74	29	25	14	6	1	39	8	14	7	16	9	10	7	0	0	2.075581395	1.484302326	2.485697674	4.425581395	0.639795638	0.555853178	0.992107569	0.493902199	Vierzon202R2
Vierzon202	Vierzon	R3	20	2	290	intra.sup	Vierzon202R3	52	21	5	2	46	18	7	5	23	8	2	1	0	0	49	19	6	4	1	1	20	5	11	6	4	3	16	6	0	0	2.273653846	1.379807692	2.438269231	6.415384615	0.593774229	0.60100715	0.820731063	0.693718825	Vierzon202R3
Vierzon202	Vierzon	R4	20	2	290	intra.sup	Vierzon202R4	46	17	4	3	38	13	2	2	9	6	2	2	0	0	44	15	6	1	1	1	7	4	13	6	3	2	23	5	0	0	2.572391304	1.352173913	2.415217391	8.389130435	0.448392011	0.370569487	0.705561138	0.699854787	Vierzon202R4
Vierzon202	Vierzon	R5	20	2	290	intra.sup	Vierzon202R5	24	11	1	1	21	9	11	1	20	8	2	2	0	0	22	9	2	1	0	0	15	4	3	2	4	3	2	2	0	0	2.150416667	1.920833333	2.524166667	5.6625	0.312756751	1.506704588	0.348234996	0.499255643	Vierzon202R5
Vierzon203	Vierzon	R1	20	3	290	intra.inf	Vierzon203R1	36	23	8	3	21	17	8	5	19	11	3	2	3	1	30	19	15	9	3	2	13	6	5	5	5	5	11	6	1	1	2.232777778	1.593055556	2.68	4.325	0.522044808	0.421283454	0.825246148	0.371323612	Vierzon203R1
Vierzon203	Vierzon	R2	20	3	290	intra.inf	Vierzon203R2	50	25	3	2	31	19	16	8	29	11	2	2	2	2	44	22	14	8	5	2	23	8	7	5	11	7	3	2	0	0	2.1214	1.667	2.769	4.38	0.580311794	0.672121001	0.868207491	0.485237999	Vierzon203R2
Vierzon203	Vierzon	R3	20	3	290	intra.inf	Vierzon203R3	23	18	2	2	19	15	6	6	6	5	0	0	0	0	23	18	5	5	1	1	4	3	4	3	5	5	10	7	0	0	2.439565217	1.576086957	2.676956522	8.243478261	0.77107157	0.7191793	0.910037368	0.733806346	Vierzon203R3
Vierzon203	Vierzon	R4	20	3	290	intra.inf	Vierzon203R4	17	10	2	2	8	5	1	1	5	3	1	1	0	0	16	9	1	1	0	0	5	3	4	2	2	2	6	3	0	0	2.417058824	1.544117647	2.541176471	5.594117647	0.691341231	0.463929758	0.758393315	0.713088119	Vierzon203R4
Vierzon203	Vierzon	R5	20	3	290	intra.inf	Vierzon203R5	9	7	0	0	6	5	1	1	4	3	0	0	0	0	7	6	0	0	0	0	3	2	2	2	1	1	1	1	2	1	2.47	1.777777778	2.67	5.077777778	0.456970404	1.219032974	0.471954496	0.480632709	Vierzon203R5
Vierzon204	Vierzon	R1	20	4	290	infra	Vierzon204R1	31	19	1	1	24	16	8	4	21	10	7	3	0	0	20	15	9	6	4	1	14	6	4	4	0	0	9	8	0	0	2.419677419	1.757419355	2.883548387	4.358064516	0.496755202	0.754700576	0.776626486	0.386280207	Vierzon204R1
Vierzon204	Vierzon	R2	20	4	290	infra	Vierzon204R2	39	19	2	2	32	15	13	6	17	11	3	2	0	0	33	16	11	4	3	1	11	7	13	4	9	4	3	3	0	0	2.094358974	1.530769231	2.77974359	5.797435897	0.754640439	0.644415708	0.933217208	0.737038297	Vierzon204R2
Vierzon204	Vierzon	R3	20	4	290	infra	Vierzon204R3	30	15	4	2	19	11	2	1	16	8	1	1	0	0	29	14	0	0	0	0	15	7	5	5	1	1	9	2	0	0	2.238666667	1.523333333	2.204	5.283333333	0.654878081	0.643756972	0.523303145	0.699979456	Vierzon204R3
Vierzon204	Vierzon	R4	20	4	290	infra	Vierzon204R4	20	13	3	1	10	9	1	1	8	4	1	1	0	0	19	12	2	1	0	0	8	4	6	4	2	2	4	3	0	0	2.364	1.515	2.706	4.645	0.591522801	0.652227458	0.735439949	0.53607441	Vierzon204R4
Vierzon204	Vierzon	R5	20	4	290	infra	Vierzon204R5	6	4	0	0	5	3	3	1	5	3	0	0	0	0	6	4	0	0	0	0	4	2	1	1	1	1	0	0	0	0	1.875	2.091666667	2.55	3.133333333	0.401964708	1.230237321	0.242719455	0.148244359	Vierzon204R5
