id.trap	massif	num.releve	num.tree2	num.trap	Parcelle	strate	id.trap.releve	ab.colsx	sr.colsx	ab.colsxrar	sr.colsxrar	ab.colsxcom	sr.colsxcom	ab.cav	sr.cav	ab.fon	sr.fon	ab.fonspe	sr.fonspe	ab.suc	sr.suc	ab.lig	sr.lig	ab.flo	sr.flo	ab.pho	sr.pho	ab.myc	sr.myc	ab.xyl	sr.xyl	ab.sxy	sr.sxy	ab.zoo	sr.zoo	ab.cavspe	sr.cavspe	CWM_diam	CWM_canop	CWM_decay	CWM_size	FD_diam	FD_canop	FD_decay	FD_size	id.trap.releve
Troncais53	Troncais	R4	5	3	315	intra.inf	Troncais53R4	34	18	1	1	22	14	1	1	12	7	2	2	0	0	32	16	3	2	0	0	8	4	14	8	9	3	3	3	0	0	2.375294118	1.540294118	2.427941176	4.526470588	0.587596124	0.533519222	0.633989096	0.47474102	Troncais53R4
Troncais54	Troncais	R1	5	4	315	infra	Troncais54R1	49	18	6	1	34	14	10	4	20	6	0	0	0	0	44	17	21	6	5	1	12	3	12	5	8	6	12	3	0	0	2.11755102	1.52244898	2.865306122	4.428571429	0.556002863	0.402583721	0.724822363	0.381698473	Troncais54R1
Troncais54	Troncais	R2	5	4	315	infra	Troncais54R2	31	11	0	0	17	9	2	2	20	6	0	0	0	0	30	10	1	1	1	1	15	3	5	3	8	3	2	1	1	1	1.890967742	1.743548387	2.479032258	3.258064516	0.516726853	0.427112979	0.280478621	0.297532944	Troncais54R2
Troncais54	Troncais	R3	5	4	315	infra	Troncais54R3	37	15	4	1	21	12	10	4	24	7	1	1	0	0	32	13	1	1	4	1	22	6	6	3	3	3	6	3	4	1	2.428918919	1.885405405	2.621621622	2.864864865	0.80840479	0.762529403	0.443596842	0.226127416	Troncais54R3
Troncais54	Troncais	R4	5	4	315	infra	Troncais54R4	27	17	2	2	17	12	1	1	13	7	1	1	0	0	26	16	0	0	0	0	10	5	7	5	6	4	4	3	0	0	2.378518519	1.588888889	2.396296296	4.32962963	0.838788993	0.539800549	0.552361559	0.518644084	Troncais54R4
Troncais61	Troncais	R1	6	1	327	supra	Troncais61R1	60	21	7	2	46	17	24	4	25	9	3	2	0	0	53	18	33	7	4	1	17	5	7	6	24	6	8	3	0	0	2.189833333	1.5675	3.1475	3.876666667	0.438190895	0.427961245	0.81847023	0.360366833	Troncais61R1
Troncais61	Troncais	R2	6	1	327	supra	Troncais61R2	66	28	13	2	46	22	24	10	16	9	2	1	0	0	60	26	41	10	4	1	10	6	5	4	24	12	23	5	0	0	2.123939394	1.525757576	3.184545455	4.718181818	0.451573575	0.53091938	0.754837446	0.418250774	Troncais61R2
Troncais61	Troncais	R3	6	1	327	supra	Troncais61R3	143	32	2	2	132	26	8	5	101	10	8	2	0	0	131	28	11	8	4	2	97	8	29	11	7	6	6	5	1	1	2.369230769	1.488111888	2.680769231	3.156643357	0.359777817	0.281767662	0.622531663	0.205214578	Troncais61R3
Troncais61	Troncais	R4	6	1	327	supra	Troncais61R4	24	11	1	1	20	8	8	2	13	5	0	0	0	0	24	11	6	1	8	2	4	2	3	3	2	2	7	2	0	0	2.091666667	1.675	2.833333333	4.975	0.484825853	0.620160617	0.573087603	0.42655889	Troncais61R4
Troncais61	Troncais	R5	6	1	327	supra	Troncais61R5	22	12	2	2	12	8	5	2	16	7	0	0	0	0	22	12	0	0	2	1	10	2	7	6	0	0	2	2	0	0	2.001363636	1.806818182	2.403636364	3.345454545	0.290694442	0.693539831	0.38383775	0.271844154	Troncais61R5
Troncais62	Troncais	R1	6	2	327	intra.sup	Troncais62R1	79	18	21	1	46	13	29	4	31	9	1	1	0	0	68	16	53	6	10	1	19	6	4	3	20	5	26	3	0	0	2.20278481	1.550632911	3.25	3.394936709	0.381675115	0.367073157	0.660565606	0.18363678	Troncais62R1
Troncais62	Troncais	R2	6	2	327	intra.sup	Troncais62R2	43	25	1	1	32	21	12	7	25	9	3	2	1	1	32	19	14	10	9	5	16	5	3	3	11	8	4	4	3	3	2.199534884	1.615116279	2.914418605	4.753488372	0.728596073	0.523818077	0.703295702	0.448581499	Troncais62R2
Troncais62	Troncais	R3	6	2	327	intra.sup	Troncais62R3	59	26	6	4	41	20	3	3	39	11	3	1	2	1	55	24	6	4	1	1	29	6	10	6	10	6	7	6	1	1	2.08220339	1.558474576	2.544067797	4.683050847	0.586656123	0.636285896	0.658626668	0.558115297	Troncais62R3
Troncais62	Troncais	R4	6	2	327	intra.sup	Troncais62R4	76	22	11	2	31	17	4	3	10	7	3	2	0	0	73	20	6	3	1	1	5	4	53	7	9	7	9	4	0	0	2.130263158	1.432236842	2.216447368	5.918421053	0.812954428	0.304025771	0.502583913	0.785662727	Troncais62R4
Troncais62	Troncais	R5	6	2	327	intra.sup	Troncais62R5	55	17	1	1	47	14	18	6	20	4	0	0	1	1	55	17	2	2	0	0	17	3	28	7	7	5	2	1	0	0	1.956363636	1.753090909	2.257090909	5.218181818	0.672573154	1.070797498	0.566816124	0.574223065	Troncais62R5
Troncais63	Troncais	R1	6	3	327	intra.inf	Troncais63R1	69	23	13	1	39	19	14	5	34	11	3	3	0	0	61	18	32	7	5	2	24	6	4	3	14	6	22	6	1	1	2.126956522	1.576376812	3.035072464	3.384057971	0.435342456	0.460604147	0.648745617	0.233694503	Troncais63R1
Troncais63	Troncais	R2	6	3	327	intra.inf	Troncais63R2	64	34	10	2	46	30	19	11	17	8	1	1	0	0	58	30	31	11	5	3	12	5	11	9	13	8	23	9	2	2	2.20046875	1.583125	2.94234375	5.2734375	0.517500637	0.620680568	0.773703818	0.513571157	Troncais63R2
Troncais63	Troncais	R3	6	3	327	intra.inf	Troncais63R3	62	31	4	4	39	24	7	5	40	17	2	1	1	1	56	28	8	5	5	3	29	8	12	6	12	11	4	3	2	1	2.277741935	1.652903226	2.693870968	4.020967742	0.64491791	0.680006171	0.650733132	0.44895151	Troncais63R3
Troncais63	Troncais	R4	6	3	327	intra.inf	Troncais63R4	26	11	1	1	9	7	5	4	13	4	0	0	1	1	26	11	0	0	0	0	13	4	6	2	5	3	1	1	0	0	2.407692308	1.765	2.862307692	3.607692308	0.595623818	0.638544365	0.75810334	0.454550809	Troncais63R4
Troncais63	Troncais	R5	6	3	327	intra.inf	Troncais63R5	11	9	0	0	9	7	3	2	5	3	0	0	0	0	11	9	1	1	0	0	4	3	4	3	2	2	1	1	0	0	2.196363636	1.92	2.572727273	2.763636364	0.388152088	0.998857366	0.592757017	0.13938551	Troncais63R5
Troncais64	Troncais	R1	6	4	327	infra	Troncais64R1	43	20	5	2	23	14	11	5	25	12	2	2	0	0	40	17	15	7	1	1	23	9	2	1	10	5	7	4	0	0	2.208139535	1.673023256	3.091860465	2.809302326	0.379463105	0.5319332	0.576685148	0.19554786	Troncais64R1
Troncais64	Troncais	R3	6	4	327	infra	Troncais64R3	60	26	2	2	38	21	14	8	43	14	1	1	0	0	58	24	4	4	1	1	31	8	9	4	14	8	6	6	1	1	2.246833333	1.754	2.618666667	3.983333333	0.602220704	0.647790537	0.577591397	0.411093012	Troncais64R3
Troncais64	Troncais	R4	6	4	327	infra	Troncais64R4	20	13	1	1	14	10	4	4	11	8	1	1	0	0	19	12	0	0	0	0	7	4	2	2	10	6	1	1	0	0	2.148	1.625	2.772	4.065	0.885507095	0.659487875	0.717721429	0.487068246	Troncais64R4
Troncais64	Troncais	R5	6	4	327	infra	Troncais64R5	9	9	0	0	7	7	1	1	6	6	0	0	1	1	9	9	0	0	0	0	3	3	3	3	1	1	1	1	0	0	2.254444444	1.616666667	2.598888889	2.677777778	0.569175758	0.484027798	0.99874561	0.18118755	Troncais64R5
Troncais71	Troncais	R1	7	1	337	supra	Troncais71R1	40	18	5	1	28	14	5	3	22	8	6	1	0	0	33	16	11	5	1	1	19	5	8	6	4	2	7	3	1	1	2.07275	1.49625	2.53125	3.185	0.372764087	0.406885868	0.919679186	0.252856413	Troncais71R1
Troncais71	Troncais	R2	7	1	337	supra	Troncais71R2	47	19	1	1	39	14	15	3	13	8	3	2	0	0	42	16	22	7	2	1	11	7	19	7	13	2	2	2	0	0	2.071276596	1.553191489	2.823404255	3.372340426	0.491229968	0.362637395	1.020542463	0.274765967	Troncais71R2
Troncais71	Troncais	R3	7	1	337	supra	Troncais71R3	76	20	1	1	57	16	3	3	59	9	4	2	0	0	70	16	5	5	3	3	57	7	12	6	1	1	4	4	1	1	2.298947368	1.558552632	2.721710526	2.568421053	0.405879454	0.418999133	0.534982927	0.111064813	Troncais71R3
Troncais71	Troncais	R4	7	1	337	supra	Troncais71R4	42	19	2	2	27	13	3	3	10	5	5	1	1	1	35	17	12	3	2	1	10	5	16	7	1	1	12	4	2	1	2.289285714	1.433809524	2.448809524	4.754761905	0.615899737	0.496704717	0.905863681	0.492169722	Troncais71R4
Troncais71	Troncais	R5	7	1	337	supra	Troncais71R5	20	12	0	0	19	11	8	3	11	6	2	2	0	0	18	10	0	0	0	0	9	4	4	3	4	2	1	1	0	0	2.194	1.8775	2.5215	6.005	0.244733039	1.38008426	0.384953056	0.606718549	Troncais71R5
Troncais72	Troncais	R1	7	2	337	intra.sup	Troncais72R1	19	8	5	1	13	6	3	2	5	4	0	0	0	0	19	8	15	5	0	0	4	3	0	0	4	3	11	2	0	0	2.064736842	1.381578947	3.307894737	3.936842105	0.331581326	0.583246793	0.335840354	0.223361574	Troncais72R1
Troncais72	Troncais	R2	7	2	337	intra.sup	Troncais72R2	73	38	14	5	47	30	21	13	26	12	4	2	0	0	67	34	22	16	2	2	16	6	18	8	26	14	12	9	1	1	2.05109589	1.467808219	2.739178082	7.78630137	0.792740416	0.607782326	0.838586836	0.871240812	Troncais72R2
Troncais72	Troncais	R3	7	2	337	intra.sup	Troncais72R3	102	37	16	7	67	26	9	8	59	12	3	2	1	1	96	33	5	5	4	3	54	8	21	8	11	9	14	10	3	2	2.194705882	1.48872549	2.617058824	4.114705882	0.637331112	0.526992011	0.671467835	0.484950822	Troncais72R3
Troncais72	Troncais	R4	7	2	337	intra.sup	Troncais72R4	20	15	4	4	13	10	1	1	6	4	2	1	1	1	18	14	2	2	0	0	2	1	4	2	11	9	2	2	0	0	2.0135	1.36	2.4495	4.41	0.851488187	0.522750022	0.922940728	0.445417283	Troncais72R4
Troncais72	Troncais	R5	7	2	337	intra.sup	Troncais72R5	35	15	1	1	25	11	10	3	19	7	1	1	0	0	34	14	2	2	1	1	11	4	9	3	14	7	0	0	0	0	2.015142857	1.797142857	2.561428571	4.3	0.565544915	1.110695626	0.501587184	0.307892131	Troncais72R5
Troncais73	Troncais	R1	7	3	337	intra.inf	Troncais73R1	44	21	12	4	21	13	9	6	22	10	1	1	0	0	41	18	21	7	2	2	15	6	4	4	6	3	18	7	1	1	2.187727273	1.577272727	3.032272727	3.352272727	0.347396119	0.291516742	0.5896478	0.239294952	Troncais73R1
Troncais73	Troncais	R2	7	3	337	intra.inf	Troncais73R2	26	17	3	3	17	12	11	6	15	8	3	3	4	1	21	12	9	7	6	3	9	5	1	1	7	5	4	4	1	1	2.551923077	1.536538462	3.287307692	5.288461538	0.857007284	0.592862451	0.909982525	0.57312268	Troncais73R2
Troncais73	Troncais	R3	7	3	337	intra.inf	Troncais73R3	39	15	4	3	10	9	4	4	29	7	0	0	1	1	36	13	3	3	4	3	26	4	2	1	4	4	5	4	2	1	2.289230769	1.747435897	2.824615385	2.974358974	0.640439565	0.511554692	0.572185982	0.331193778	Troncais73R3
Troncais73	Troncais	R4	7	3	337	intra.inf	Troncais73R4	52	19	12	4	17	12	3	2	24	4	1	1	0	0	51	18	3	1	0	0	22	4	14	5	15	9	1	1	0	0	2.264230769	1.581153846	2.716923077	4.236538462	0.660763131	0.814792061	0.629598468	0.532928182	Troncais73R4
Troncais73	Troncais	R5	7	3	337	intra.inf	Troncais73R5	17	11	1	1	14	8	5	2	9	5	0	0	0	0	16	10	0	0	1	1	6	3	5	4	5	3	1	1	1	1	2.339411765	1.777647059	2.608823529	4.929411765	0.49913607	1.1115891	0.506435403	0.500132354	Troncais73R5
Troncais74	Troncais	R1	7	4	337	infra	Troncais74R1	39	24	2	2	29	17	11	3	18	11	2	2	1	1	34	21	20	10	3	1	12	7	5	5	13	5	6	6	0	0	2.07025641	1.564102564	2.984615385	3.387179487	0.521064434	0.375193146	0.731509522	0.243340271	Troncais74R1
Troncais74	Troncais	R2	7	4	337	infra	Troncais74R2	21	14	1	1	11	11	5	5	13	6	1	1	0	0	19	12	3	3	0	0	13	6	1	1	4	4	2	2	1	1	2.153333333	1.908095238	2.943333333	3.380952381	0.483163593	0.688943875	0.587535189	0.342335091	Troncais74R2
Troncais74	Troncais	R3	7	4	337	infra	Troncais74R3	39	13	2	2	24	9	14	3	28	6	0	0	0	0	38	12	1	1	1	1	27	5	3	1	5	4	3	2	1	1	2.187948718	1.944871795	2.556153846	3.487179487	0.411303408	1.016744784	0.386531929	0.282723653	Troncais74R3
Troncais74	Troncais	R4	7	4	337	infra	Troncais74R4	47	23	4	2	32	18	4	4	14	5	2	1	0	0	45	22	5	2	0	0	14	5	8	6	15	9	10	3	0	0	2.429574468	1.523617021	2.613617021	6.229787234	0.726093586	0.587319199	0.701842698	0.701193704	Troncais74R4
Troncais74	Troncais	R5	7	4	337	infra	Troncais74R5	15	9	0	0	12	7	2	2	12	7	1	1	0	0	14	8	0	0	0	0	5	4	7	3	3	2	0	0	0	0	2.240666667	1.654666667	2.333333333	4.293333333	0.425715885	0.675057436	0.48543891	0.463738765	Troncais74R5
Troncais81	Troncais	R1	8	1	350	supra	Troncais81R1	64	15	10	1	49	12	28	3	14	7	2	1	0	0	61	13	48	7	1	1	10	4	2	1	32	6	19	3	0	0	2.13109375	1.46171875	3.39296875	3.471875	0.319702019	0.358530357	0.670826561	0.195222186	Troncais81R1
Troncais81	Troncais	R2	8	1	350	supra	Troncais81R2	97	34	4	2	91	31	29	9	28	9	6	1	0	0	88	32	50	13	3	1	21	5	27	12	29	10	17	6	0	0	2.147938144	1.503092784	2.72628866	6.54742268	0.681626879	0.457380291	0.94871861	0.733816669	Troncais81R2
Troncais81	Troncais	R3	8	1	350	supra	Troncais81R3	100	30	11	5	80	22	10	8	56	11	10	2	0	0	89	27	9	7	3	3	53	8	25	10	5	3	15	7	0	0	2.3249	1.424	2.4332	4.28	0.561857806	0.441820574	0.817401455	0.517942985	Troncais81R3
Troncais81	Troncais	R4	8	1	350	supra	Troncais81R4	18	12	2	1	10	9	1	1	8	4	1	1	0	0	17	11	1	1	0	0	7	3	8	6	3	3	0	0	0	0	2.073888889	1.561111111	2.305555556	4.427777778	0.622692696	0.321191286	0.505665532	0.501011029	Troncais81R4
Troncais81	Troncais	R5	8	1	350	supra	Troncais81R5	26	11	0	0	23	9	9	2	20	5	0	0	0	0	26	11	0	0	0	0	11	3	14	7	1	1	0	0	0	0	2.283846154	1.805769231	2.280769231	5.015384615	0.229086084	1.182860833	0.413628421	0.551614765	Troncais81R5
Troncais82	Troncais	R1	8	2	350	intra.sup	Troncais82R1	83	23	19	2	42	17	15	5	29	9	1	1	0	0	77	20	47	9	5	2	24	6	12	6	16	5	26	4	2	1	2.097710843	1.51746988	2.996987952	3.426506024	0.352252166	0.287824049	0.723701404	0.218738933	Troncais82R1
Troncais82	Troncais	R2	8	2	350	intra.sup	Troncais82R2	60	32	2	2	44	26	17	12	32	12	6	2	2	1	52	28	16	13	4	3	21	5	6	3	21	13	8	8	1	1	2.1945	1.615833333	2.751833333	5.626666667	0.631042279	0.691353039	0.813386605	0.662500241	Troncais82R2
Troncais82	Troncais	R3	8	2	350	intra.sup	Troncais82R3	100	36	13	7	56	25	15	8	58	14	3	2	0	0	96	33	12	9	1	1	43	8	20	7	22	13	15	8	1	1	2.1251	1.6133	2.5105	4.425	0.614508413	0.774347672	0.628667661	0.543942765	Troncais82R3
Troncais82	Troncais	R4	8	2	350	intra.sup	Troncais82R4	12	6	0	0	7	4	2	1	5	2	0	0	0	0	10	5	2	1	2	1	5	2	3	2	2	1	0	0	2	1	2.558333333	1.566666667	3	6.625	0.691097217	0.524363448	0.606798638	0.920112827	Troncais82R4
Troncais82	Troncais	R5	8	2	350	intra.sup	Troncais82R5	19	12	3	3	9	6	5	2	9	4	1	1	0	0	18	11	2	1	0	0	9	4	5	4	5	4	0	0	0	0	2.281052632	1.605263158	2.6	6.357894737	0.673641044	1.008279514	0.638735408	0.886054609	Troncais82R5
Troncais83	Troncais	R1	8	3	350	intra.inf	Troncais83R1	66	22	7	1	41	18	16	5	32	8	0	0	0	0	60	19	32	11	6	3	20	3	11	6	15	5	14	5	2	2	2.168484848	1.563636364	2.959848485	3.159090909	0.426407799	0.351353512	0.732755325	0.211811315	Troncais83R1
Troncais83	Troncais	R2	8	3	350	intra.inf	Troncais83R2	77	27	2	1	42	23	26	9	62	16	3	3	2	1	70	20	8	6	6	5	44	9	4	4	16	4	8	6	2	2	2.287792208	1.77038961	3.047792208	3.354545455	0.537880739	0.672552911	0.688850013	0.300621951	Troncais83R2
Troncais83	Troncais	R3	8	3	350	intra.inf	Troncais83R3	90	28	7	3	46	22	21	10	60	15	4	3	2	1	76	23	8	5	12	3	47	11	17	4	6	5	16	6	0	0	2.456222222	1.699444444	2.715444444	4.266666667	0.717224139	0.671095579	0.667343658	0.552558676	Troncais83R3
Troncais83	Troncais	R4	8	3	350	intra.inf	Troncais83R4	42	22	6	3	19	14	4	3	26	11	4	2	0	0	38	20	5	4	0	0	21	7	8	4	10	8	3	3	0	0	2.111904762	1.691904762	2.873333333	4.669047619	0.670085098	0.797712934	0.648792956	0.565807063	Troncais83R4
Troncais83	Troncais	R5	8	3	350	intra.inf	Troncais83R5	12	9	1	1	9	6	6	3	5	4	1	1	0	0	11	8	3	2	0	0	4	3	4	3	3	2	1	1	0	0	2.4175	1.6375	2.55	8.2	0.450623593	0.821838866	0.697818434	1.146042932	Troncais83R5
Troncais84	Troncais	R1	8	4	350	infra	Troncais84R1	34	19	0	0	19	15	6	3	21	8	0	0	1	1	30	17	8	5	4	2	15	4	5	4	6	5	3	3	1	1	2.142352941	1.730882353	2.742352941	3.208823529	0.475769264	0.57405027	0.611963775	0.26557324	Troncais84R1
Troncais84	Troncais	R2	8	4	350	infra	Troncais84R2	48	21	0	0	23	17	4	4	29	8	3	3	0	0	45	18	6	5	0	0	28	7	8	6	7	7	5	1	0	0	2.144375	1.712916667	2.610208333	4.2375	0.463317216	0.540329643	0.573730219	0.587186642	Troncais84R2
Troncais84	Troncais	R3	8	4	350	infra	Troncais84R3	59	26	0	0	34	22	15	9	40	13	3	3	1	1	50	21	8	7	7	3	30	8	6	4	10	8	11	4	1	1	2.376949153	1.801016949	2.813220339	4.216949153	0.700690871	0.650607891	0.627535428	0.497085256	Troncais84R3
Troncais84	Troncais	R4	8	4	350	infra	Troncais84R4	30	22	1	1	24	18	5	5	18	12	1	1	0	0	29	21	4	2	0	0	9	7	10	7	9	6	1	1	0	0	2.282333333	1.635666667	2.691666667	3.39	0.527885441	0.659030738	0.734900573	0.317014861	Troncais84R4
Troncais84	Troncais	R5	8	4	350	infra	Troncais84R5	31	9	0	0	28	7	0	0	28	7	1	1	0	0	30	8	1	1	0	0	5	4	22	2	4	3	0	0	0	0	2.092258065	1.527419355	2.185483871	2.74516129	0.375393077	0.18232889	0.348546148	0.166352171	Troncais84R5
Troncais91	Troncais	R2	9	1	368	supra	Troncais91R2	77	30	2	2	68	26	22	7	32	11	8	2	0	0	65	27	33	12	4	1	25	7	17	6	24	9	6	6	0	0	2.111558442	1.494805195	2.764285714	5.2	0.533735883	0.401737358	0.943183486	0.610008508	Troncais91R2
Troncais91	Troncais	R3	9	1	368	supra	Troncais91R3	56	21	6	4	45	15	5	4	40	10	4	2	0	0	51	18	7	5	3	3	37	7	9	5	3	2	5	5	1	1	2.24125	1.532142857	2.651607143	3.728571429	0.560049418	0.490819005	0.679916326	0.397170377	Troncais91R3
Troncais91	Troncais	R4	9	1	368	supra	Troncais91R4	58	22	1	1	44	18	8	6	21	8	2	2	1	1	54	19	16	4	6	3	15	5	20	8	1	1	17	5	2	1	2.402068966	1.518965517	2.643103448	4.989655172	0.409833445	0.41654592	0.761925519	0.537499362	Troncais91R4
Troncais91	Troncais	R5	9	1	368	supra	Troncais91R5	21	9	0	0	18	7	12	2	19	7	1	1	0	0	20	8	0	0	1	1	15	4	4	3	0	0	1	1	0	0	2.205238095	2.114285714	2.52047619	3.547619048	0.147890775	1.231472086	0.247727952	0.146305004	Troncais91R5
Troncais92	Troncais	R2	9	2	368	intra.sup	Troncais92R2	51	30	7	3	34	23	14	8	23	12	1	1	0	0	46	27	25	14	4	2	12	5	6	6	10	8	19	9	1	1	2.327843137	1.560784314	3.124509804	5.366666667	0.620899191	0.428013816	0.707348508	0.537749147	Troncais92R2
Troncais92	Troncais	R3	9	2	368	intra.sup	Troncais92R3	67	27	7	6	53	19	17	7	28	8	1	1	0	0	63	24	21	8	3	2	25	6	12	5	19	7	9	8	3	2	2.345522388	1.507462687	3.012238806	8.586567164	0.864857294	0.535891771	0.609523757	1.094742819	Troncais92R3
Troncais92	Troncais	R4	9	2	368	intra.sup	Troncais92R4	50	15	4	1	15	11	3	2	7	4	0	0	0	0	50	15	4	3	0	0	4	2	30	3	13	7	3	3	0	0	2.1882	1.517	2.37	3.26	0.578057407	0.266021678	0.57475967	0.273681894	Troncais92R4
Troncais92	Troncais	R5	9	2	368	intra.sup	Troncais92R5	30	11	1	1	21	8	10	3	17	4	0	0	0	0	30	11	0	0	0	0	12	2	10	4	6	3	2	2	0	0	2.124	1.806666667	2.473	4.063333333	0.51112986	1.023987698	0.495309502	0.27079303	Troncais92R5
Troncais93	Troncais	R2	9	3	368	intra.inf	Troncais93R2	53	26	5	2	38	22	15	6	32	15	2	2	4	2	47	21	18	7	7	4	14	6	9	4	12	6	11	6	2	2	2.367735849	1.527735849	2.986792453	5.4	0.702320184	0.577748952	0.80461197	0.6228845	Troncais93R2
Troncais93	Troncais	R4	9	3	368	intra.inf	Troncais93R4	48	28	7	4	29	21	6	5	18	9	2	2	0	0	46	26	4	3	0	0	13	6	17	10	14	9	4	3	0	0	2.268333333	1.485833333	2.625416667	6.408333333	0.761793641	0.553438729	0.70599336	0.914945656	Troncais93R4
Troncais93	Troncais	R5	9	3	368	intra.inf	Troncais93R5	17	12	2	2	14	9	1	1	12	7	4	2	0	0	13	10	0	0	0	0	7	5	6	3	2	2	2	2	0	0	2.141176471	1.598235294	2.511764706	3.629411765	0.335568425	0.676801499	0.553887476	0.266105925	Troncais93R5
Troncais94	Troncais	R2	9	4	368	infra	Troncais94R2	39	20	0	0	24	17	5	2	26	10	1	1	3	2	34	17	5	3	6	3	15	3	9	5	7	7	1	1	1	1	2.235384615	1.651282051	2.607179487	3.783333333	0.513853856	0.437566221	0.662603367	0.377043593	Troncais94R2
Troncais94	Troncais	R3	9	4	368	infra	Troncais94R3	78	24	2	2	50	18	19	3	61	13	3	3	0	0	72	19	5	4	3	2	44	8	15	5	7	5	11	5	1	1	2.168205128	1.821794872	2.517307692	3.862820513	0.405528269	0.857072892	0.433855042	0.410264184	Troncais94R3
Troncais94	Troncais	R4	9	4	368	infra	Troncais94R4	26	14	0	0	17	11	1	1	17	6	0	0	0	0	26	14	3	1	0	0	9	3	8	5	8	5	1	1	0	0	1.999230769	1.614230769	2.615384615	3.346153846	0.565654851	0.584914658	0.596027065	0.396960203	Troncais94R4
Troncais94	Troncais	R5	9	4	368	infra	Troncais94R5	12	7	2	1	8	4	0	0	9	5	1	1	0	0	11	6	0	0	0	0	3	3	6	2	3	2	0	0	0	0	2.13	1.520833333	2.375	2.908333333	0.503513686	0.478985842	0.455098978	0.184355165	Troncais94R5
Vierzon111	Vierzon	R1	11	1	81	supra	Vierzon111R1	46	19	3	2	36	15	9	3	23	6	1	1	2	2	45	18	15	7	0	0	22	5	5	4	11	4	8	6	0	0	2.106521739	1.545652174	2.902826087	3.67173913	0.422608841	0.378575617	0.708451748	0.357590745	Vierzon111R1
Vierzon111	Vierzon	R2	11	1	81	supra	Vierzon111R2	84	22	10	5	62	16	9	5	51	9	5	2	1	1	78	19	15	7	1	1	49	7	15	3	7	3	12	8	0	0	2.286071429	1.501785714	2.736904762	3.128571429	0.406131152	0.27216274	0.702978286	0.213639438	Vierzon111R2
Vierzon111	Vierzon	R3	11	1	81	supra	Vierzon111R3	59	23	3	1	41	17	2	2	38	12	5	4	0	0	53	18	5	3	1	1	34	10	17	7	4	2	2	2	1	1	2.166779661	1.551694915	2.499152542	2.984745763	0.515898568	0.567943563	0.680046782	0.232543126	Vierzon111R3
Vierzon111	Vierzon	R4	11	1	81	supra	Vierzon111R4	129	26	4	2	94	21	3	3	46	8	0	0	0	0	128	25	45	7	1	1	21	4	58	10	33	5	15	5	1	1	2.353953488	1.513565891	2.670155039	6.039534884	0.313187156	0.186618734	0.785932043	0.75607892	Vierzon111R4
Vierzon111	Vierzon	R5	11	1	81	supra	Vierzon111R5	20	11	4	2	12	6	2	1	12	7	0	0	1	1	20	11	0	0	0	0	6	4	8	4	2	1	4	2	0	0	2.247	1.675	2.5515	4.86	0.288906845	0.762343783	0.54793917	0.486127465	Vierzon111R5
Vierzon112	Vierzon	R1	11	2	81	intra.sup	Vierzon112R1	80	20	3	1	69	16	9	4	30	11	2	2	1	1	76	17	15	7	2	1	24	7	2	2	10	5	42	5	0	0	2.262875	1.7425	3.1475	6.45	0.205918322	0.580077065	0.516537341	0.694253993	Vierzon112R1
Vierzon112	Vierzon	R2	11	2	81	intra.sup	Vierzon112R2	98	35	7	4	80	28	15	7	63	15	4	2	2	1	91	32	20	12	3	1	48	9	9	7	22	7	16	11	0	0	2.179693878	1.532142857	2.802959184	4.616326531	0.543985952	0.314688627	0.652926454	0.523077513	Vierzon112R2
Vierzon112	Vierzon	R3	11	2	81	intra.sup	Vierzon112R3	87	33	9	3	73	28	10	9	57	13	6	3	2	2	80	29	11	10	1	1	52	8	16	9	10	9	6	4	0	0	2.192873563	1.547356322	2.784597701	5.15862069	0.567994739	0.554256274	0.658956544	0.66120808	Vierzon112R3
Vierzon112	Vierzon	R4	11	2	81	intra.sup	Vierzon112R4	339	33	6	4	265	26	18	11	89	10	0	0	0	0	339	33	149	7	1	1	26	5	150	11	149	9	14	8	0	0	2.476784661	1.467109145	2.797610619	8.519469027	0.217772815	0.20421693	0.885120368	0.964744395	Vierzon112R4
Vierzon113	Vierzon	R1	11	3	81	intra.inf	Vierzon113R1	28	16	3	2	14	11	6	4	21	10	1	1	0	0	24	14	10	6	3	1	15	7	1	1	1	1	8	6	0	0	2.2625	1.6775	3.076785714	4.121428571	0.466037278	0.550581621	0.48964935	0.442114948	Vierzon113R1
Vierzon113	Vierzon	R2	11	3	81	intra.inf	Vierzon113R2	61	20	1	1	35	17	14	7	46	10	1	1	3	1	57	18	15	8	6	2	36	5	4	3	9	5	6	5	0	0	2.22557377	1.651967213	2.999672131	3.186885246	0.472348757	0.496957754	0.556747942	0.264083537	Vierzon113R2
Vierzon113	Vierzon	R3	11	3	81	intra.inf	Vierzon113R3	55	16	3	2	27	12	4	4	48	10	0	0	3	3	55	16	3	3	0	0	44	8	5	2	3	3	1	1	0	0	2.217636364	1.700909091	2.747272727	3.5	0.403955124	0.644517016	0.563590563	0.462771203	Vierzon113R3
Vierzon113	Vierzon	R4	11	3	81	intra.inf	Vierzon113R4	76	22	3	2	53	17	5	4	53	10	3	2	1	1	73	20	8	5	0	0	18	7	46	6	10	7	1	1	0	0	2.285921053	1.544078947	2.382631579	4.317105263	0.280951882	0.301427976	0.631036966	0.575621586	Vierzon113R4
