LOCA	num.tree2	num.trap	parcelle	idtrap	strate	Dendrophilus.punctatus	Poecilium.rufipes	Ampedus.rufipennis	Plegaderus.dissectus	Kissophagus.vicinus	Globicornis.fasciata	Cerylon.deplanatum	Agrilus.angustulus	Conopalpus.brevicollis	Cryptophilus.integer	Dorcatoma.chrysomelina	Lymexylon.navale	Microrhagus.pyrenaeus	Teredus.cylindricus	Trox.scaber	Trypodendron.signatum	Silvanus.unidentatus	Corticeus.suberis	Allonyx.quadrimaculatus	Epuraea.sp.	Mycetophagus.fulvicollis	Anaglyptus.mysticus	Xylotrechus.arvicola	Mycetophagus.multipunctatus	Mordellistena.variegata	Obrium.cantharinum	Salpingus.tapirus	Callimus.angulatus	Eidophelus.caucasicus	Anaspis.frontalis	Placonotus.testaceus	Aulonothroscus.brevicollis	Rutpela.maculata	Palorus.depressus	Liocola.marmorata	Gonodera.luperus	Hylis.simonae	Anthrenus.sp.	Symbiotes.sp.	Sulcacis.fronticornis	Pseudeuparius.sepicola	Lichenophanes.varius	Platysoma.compressum	Choragus.sheppardi	Trypophloeus.granulatus	Notolaemus.unifasciatus	Pentaphyllus.testaceus	Hemicrepidius.hirtus	Mesosa.curculionoides	Brachygonus.bouyoni	Ampedus.pomonae	Tenebroides.fuscus	Nemozoma.elongatum	Malthininae	Xyletinus.sp.	Agrilus.obscuricollis	Tillus.elongatus	Hemicoelus.fulvicornis	Cis.villosulus	Dorcatoma.androgyna	Grammoptera.abdominalis	Colydium.elongatum	Dermestes.lardarius	Leiopus.femoratus	Attagenus.punctatus	Cis.fusciclavis	Triplax.rufipes	Platypus.cylindrus	Xylopertha.retusa	Dorcus.parallelipipedus	Anaspis.flava	Attagenus.pellio	Pediacus.dermestoides	Anthribus.nebulosus	Aplocnemus.sp.	Clambus.sp.	Agrilus.hastulifer	Isorhipis.marmottani	Gnorimus.nobilis	Agrilus.olivicolor	Soronia.oblonga	Leiopus.linnei	Ennearthron.cornutum	Paromalus.flavicornis	Aplocnemus.impressus	Ptinomorphus.imperialis	Globicornis.nigripes	Monotoma.picipes	Salpingus.ruficollis	Cryptolestes.corticinus	Allandrus.therondi	Dissoleucas.niveirostris	Plagionotus.detritus	Dorcatoma.substriata	Mordellistena.neuwaldeggiana	Exocentrus.adspersus	Pedostrangalia.revestita	Ropalopus.femoratus	Agrilus.graminis	Cis.boleti	Triplax.lepida	Lissodema.denticolle	Melandrya.barbata	Scolytus.rugulosus	Meliboeus.fulgidicollis	Conopalpus.testaceus	Tritoma.bipustulata	Anthrenus.pimpinellae	Nalassus.laevioctostriatus	Xestobium.rufovillosum	Rhizophagus.bipustulatus	Opilo.pallidus	Anthrenus.scrophulariae	Hemicoelus.costatus	Stictoleptura.scutellata	Rhagium.sycophanta	Tribolium.castaneum	Rhagium.bifasciatum	Dasytes.caeruleus	Coraebus.undatus	Potosia.cuprea	Vincenzellus.ruficollis	Platycerus.caraboides	Pycnomerus.terebrans	Dermestes.bicolor	Ampedus.balteatus	Hedobia.pubescens	Orthocis.alni	Prionocyphon.serricornis	Carcinops.pumilio	Eidophelus.fagi	Attagenus.unicolor	Mesocoelopus.niger	Cryptolestes.duplicatus	Pyrochroa.coccinea	Alphitobius.diaperinus	Mordella.brachyura	Agrilus.laticornis	Deroplia.genei	Latridius.hirtus	Salpingus.planirostris	Cryptolestes.ferrugineus	Nematodes.filum	Ptilinus.pectinicornis	Anaspis.lurida	Cerylon.ferrugineum	Gnathoncus.buyssoni	Orthocis.coluber	Scolytus.carpini	Bitoma.crenata	Cerylon.histeroides	Xyleborus.dryographus	Oligomerus.brunneus	Abdera.quadrifasciata	Ampedus.pomorum	Chlorophorus.glabromaculatus	Aspidiphorus.lareyniei	Brachygonus.megerlei	PTILIIDAE	Dasytes.nigrocyaneus	Poecilium.pusillum	Platystomos.albinus	Uleiota.planatus	Cortodera.humeralis	Diplocoelus.fagi	Stenagostus.rhombeus	Anaspis.garneysi	Colobicus.hirtus	Rhaphitropis.oxyacanthae	Symbiotes.gibberosus	Hyperisus.plumbeum	Ampedus.quercicola	Lathropus.sepicola	Prionychus.fairmairii	Tilloidea.unifasciata	Anaspis.sp.	Cryptarcha.strigata	Clytus.arietis	Soronia.grisea	Phaeochrotes.pudens	Melanotus.villosus	Triplax.russica	Hylastinus.obscurus	Cis.micans	Cryptarcha.undata	Pyrrhidium.sanguineum	Ctesias.serra	Phloiotrya.tenuis	Dromaeolus.barnabita	Gnathoncus.nidorum	Isorhipis.melasoides	Phymatodes.testaceus	Gastrallus.immarginatus	Ischnomera.caerulea	Melasis.buprestoides	Endophloeus.markovichianus	Ampedus.elongatulus	Gastrallus.laevigatus	Chrysobothris.affinis	Ampedus.nigerrimus	Calambus.bipustulatus	Cerambyx.scopolii	Dacne.bipustulata	Opilo.mollis	Tomoxia.bucephala	Anisandrus.dispar	CORYLOPHIDAE	Gasterocercus.depressirostris	Cetonischema.speciosissima	Pseudosphegesthes.cinerea	Potosia.fieberi	Abdera.biflexuosa	Clytus.tropicus	Poecilium.alni	Mycetochara.maura	Taphrorychus.villifrons	Anaspis.regimbarti	Cetonia.aurata	Mesosa.nebulosa	Xylotrechus.antilope	Tropideres.albirostris	Anaspis.maculata	Dasytes.aeratus	Cis.pygmaeus	Litargus.connexus	Trichoferus.pallidus	Cis.striatulus	Scolytus.intricatus	Taphrorychus.bicolor	Lygistopterus.sanguineus	Anaspis.fasciata	Ampedus.sanguinolentus	Megatoma.undata	Clerus.mutillarius	Nacerdes.carniolica	Eulagius.filicornis	Dasytes.pauperculus	Xyleborus.monographus	Cyclorhipidion.bodoanum	Enicmus.sp.	Berginus.tamarisci	Corticariinae	Xyleborinus.saxesenii
Vierzon	14	1	71	Vierzon141	supra	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	2	0	1	0	0	1	1	0	0	0	0	1	0	0	3	2	5	0	0	0	4	2	0	0	0	4	5	1	0	7	0	4	0	0	2	12	7	2	0	9	7	2	7	7	2	21	28	6
Vierzon	14	2	71	Vierzon142	intra.sup	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	2	7	2	0	0	0	0	1	1	0	2	0	0	1	0	1	0	0	0	0	2	4	1	0	0	0	0	0	1	1	11	0	0	0	0	5	0	1	7	1	1	11	2	1	6	0	1	0	1	0	2	3	1	1	4	2	3	0	2	4	3	3	14	10	6	1	7	16	4	1	0	20	17	90	9	1	13	19	20	4	9	11	24	31	3
Vierzon	14	3	71	Vierzon143	intra.inf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	3	0	2	0	0	0	1	0	2	3	0	1	1	1	2	0	1	0	0	0	0	1	0	2	3	0	2	0	0	3	0	1	0	0	0	2	3	0	0	2	1	0	12	4	2	7	2	0	0	6	0	5	0	0	1	0	0	24	0	2	0	2	0	1	7	6	1	8	3	2	2	1	6	1	1	4	1	0	4	22	6	3	65	2	101	4
Vierzon	14	4	71	Vierzon144	infra	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	3	0	0	0	0	3	0	0	0	0	0	0	0	1	0	4	0	0	2	1	0	0	2	0	0	1	0	2	0	0	3	0	6	0	0	0	0	1	0	0	1	0	5	0	0	0	0	0	11	3	0	4	0	0	0	6	1	0	0	0	1	0	0	34	2	1	0	0	0	0	5	0	0	1	0	0	2	2	0	0	2	3	0	0	2	1	8	0	15	0	36	2
Vierzon	15	1	170	Vierzon151	supra	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	3	0	0	1	0	2	0	0	1	0	1	0	0	27	4	0	1	0	2	14	1	3	4	3	7	7	4
Vierzon	15	2	170	Vierzon152	intra.sup	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	1	0	2	2	0	0	0	1	1	0	2	0	0	1	2	1	0	0	0	2	0	0	2	0	2	4	0	0	0	0	1	0	2	0	0	1	9	0	0	2	0	1	2	1	1	1	11	2	1	1	0	1	3	0	2	2	1	2	4	2	15	5	1	0	11	3	12	3	4	1	2	5	1	3	2	4	0	28	0	13	1	12	2	4	2	9	13	1	11	13	2
Vierzon	15	3	170	Vierzon153	intra.inf	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	1	0	1	0	2	0	0	0	0	5	0	1	1	1	0	0	1	1	0	0	1	1	1	0	0	0	3	0	1	0	1	0	1	1	0	2	1	0	0	1	0	1	8	1	3	0	1	2	1	1	1	0	0	5	0	0	1	1	2	0	0	4	1	2	3	22	0	10	3
Vierzon	15	4	170	Vierzon154	infra	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	2	1	1	1	0	1	0	2	0	0	0	0	0	0	4	0	1	0	0	3	0	0	1	2	0	0	3	2	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	1	2	0	0	0	0	0	2	1	0	6	1	0	0	1	3	2	0	1	1	2	1	10	0	4	3
Vierzon	16	1	179	Vierzon161	supra	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	3	1	2	0	3	3	0	32	0	0	0	1	1	0	0	2	2	5	1	7	0	2	0	3	0	2	0	3	5	17	0	7	1	1	0	8	6	7	1	1	20	21	7	15	12	2	18	10	6
Vierzon	16	2	179	Vierzon162	intra.sup	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	1	3	0	1	0	0	0	0	0	1	0	2	0	0	0	0	3	2	0	0	1	0	7	0	2	5	2	0	0	1	0	0	9	2	13	0	4	3	4	3	5	0	3	1	0	0	10	8	13	3	14	1	4	1	2	16	16	7	7	0	12	9	3	97	4	0	0	5	1	17	9	9	139	10	23	17	40	8	39	7	33
Vierzon	16	3	179	Vierzon163	intra.inf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	1	0	0	0	3	0	0	1	0	2	0	1	1	0	0	0	0	0	0	0	2	0	0	0	1	0	2	0	0	0	0	1	1	0	1	0	0	0	1	2	6	2	1	0	0	2	0	0	2	1	1	2	1	5	23	6	1	18	0	7	3
Vierzon	16	4	179	Vierzon164	infra	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	8	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	1	1	0	0	0	2	0	0	2	1	0	1	1	0	2	0	2	1	0	4	0	1	0	3	1	0	2	2	0	2	1	2	4	0	4	4	1	1	0	2	1	0	2	0	0	1	0	2	2	1	3	0	1	1	0	0	0	1	0	2	2	2	1	1	1	4	5	6	3	0	8	0	1	1	0	0	5	7	11	5	11	9	28	2	13	36
Vierzon	17	1	236	Vierzon171	supra	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	1	0	2	0	1	0	0	0	0	0	1	2	0	2	0	0	0	0	3	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	2	3	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	3	0	1	0	5	1	0	2	2	0	4	0	0	0	0	0	1	0	3	3	1	0	0	0	3	6	4	4	4	0	1	1	10	2	1	0	1	0	14	4	51	10	3	16	11	7	31	13	0	13	17	408
Vierzon	17	2	236	Vierzon172	intra.sup	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0	1	0	0	0	1	1	1	1	0	0	0	2	0	0	5	1	1	0	0	0	0	0	1	0	0	1	1	0	0	3	7	5	1	1	2	6	0	2	2	3	0	0	0	2	0	2	4	4	6	4	1	8	7	0	2	0	4	5	14	6	4	7	5	3	11	8	15	6	13	310
Vierzon	17	3	236	Vierzon173	intra.inf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	1	3	0	1	0	0	2	2	0	1	3	0	0	2	1	1	1	1	2	0	0	0	0	1	1	0	0	8	0	1	0	0	3	0	0	0	0	5	1	1	6	5	5	4	11	1	0	0	1	0	3	13	0	8	7	0	0	1	5	3	5	6	2	2	4	5	1	1	10	6	0	0	0	9	7	1	24	3	31	254
Vierzon	17	4	236	Vierzon174	infra	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	3	1	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	3	0	0	1	1	0	0	0	0	1	0	3	0	1	3	0	1	0	0	0	0	0	0	13	0	1	0	0	0	0	0	0	0	0	0	3	1	2	12	5	1	0	0	1	0	1	0	4	4	0	1	0	0	0	2	1	1	10	0	0	0	4	1	0	0	4	2	0	4	0	3	1	21	1	11	205
Vierzon	18	1	249	Vierzon181	supra	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	5	0	2	0	5	1	1	0	2	0	8	0	10	1	0	2	1	0	15	7	2	7	0	2	8	3	10	8	0	16	25	10
Vierzon	18	2	249	Vierzon182	intra.sup	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	1	0	0	0	1	0	0	0	0	0	3	1	0	1	0	1	1	0	1	0	2	1	0	1	4	0	0	2	1	0	0	0	0	0	0	1	0	2	1	1	0	0	0	5	3	2	5	0	4	1	1	5	2	2	1	0	1	3	15	3	8	2	22	4	0	1	3	25	19	5	5	2	2	18	2	1	8	4	0	22	7	20	8	9	5	14	20	9	20	3	37	6	0
Vierzon	18	3	249	Vierzon183	intra.inf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	2	1	2	0	1	0	0	1	0	0	2	4	0	0	0	1	0	2	5	1	0	0	0	6	0	1	1	3	0	0	0	4	9	3	0	0	1	0	0	1	1	0	5	0	4	0	6	3	0	2	6	4	2	8	9	0	5	2
Vierzon	18	4	249	Vierzon184	infra	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	4	1	0	5	0	0	2	0	1	0	1	0	0	0	1	1	0	1	2	0	3	0	0	3	1	0	0	7	0	11	2	0	0	1	1	0	2	0	0	1	6	3	0	1	5	1	0	3	0	1	0	0	0	2	2	2	1	0	3	0	2	6	0	1	15	2	6	4	6	5	0	0	8	11	6	2	26	6	16	6
Vierzon	19	1	270	Vierzon191	supra	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	1	0	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	2	0	5	2	2	3	0	0	1	0	0	0	0	1	0	0	4	5	1	1	6	0	1	8	11	5	3	0	6	1	5	0	9	3	2	0	25	12	32	8	5	71	16	18	11	19	1	18	8	2
